Mixture	blood_highCXCR4_plasmacell	blood_lowCXCR4_plasmacell	blood_end_plasmacell	tonsil_lowCD74_plasmacell	blood_cycling_plasmacell	tonsil_cycling_plasmacell	tonsil_highCD74_plasmacell	blood_plasmablast	P-value	Correlation	RMSE
MMRF_2087	0.405755158794278	0.27711586973512	0.0631232815329242	0.0966482444741005	0	0.0555242054960914	0.00634053259894035	0.0954927073685453	0	0.785891003990856	0.619005688753868
MMRF_1184	0.29668797901346	0	0.579643687736308	0.0282738129132647	0.0751382811352201	0	0.0202562392017477	0	0	0.983799942967907	0.795690471718404
MMRF_2173	0.402430446869311	0	0.370140890129412	0.142434758892667	0.0812152195361915	0	0.00377868457241845	0	0	0.96680356824412	0.478450741898716
MMRF_1851	0.510462929044796	0.180346014437397	0.0788749681411433	0	0	0.0584188952824299	0.0381127392536358	0.133784453840598	0	0.833556492639916	0.55232761702316
MMRF_2721	0.557951812166702	0	0.0193905512332996	0.344654973707516	0	0.0498538096663256	0.028148853226157	0	0	0.674201528789468	0.738678395314402
MMRF_2772	0.429651020198384	0	0.397278123850136	0.0276276984887608	0.124845501935238	0	0.0168511780028374	0.00374647752464393	0	0.981163544906395	0.518457256719155
MMRF_1450	0.30566264566115	0.306950772797578	0.130018376708991	0.142272094046158	0	0.115096110786123	0	0	0	0.662768369294318	0.770034810004983
MMRF_2601	0.165610581156577	0.383153893621676	0	0.400087277740459	0	0.0181462550168145	0	0.0330019924644739	0	0.117250192967271	1.05835152353763
MMRF_2531	0.151391317240126	0.351470074134979	0.145613190456127	0.0258873362040474	0.32049478395585	0	0	0.00514329800887049	0	0.880030774334085	0.475090432737001
MMRF_2271	0.238506967924671	0.336374503542346	0	0.307948865625563	0	0.0798189704030961	0.0208703960256285	0.0164802964786957	0	0.0991500018242428	1.0811914990828
MMRF_1383	0.258322944190597	0.281391868571721	0	0.457399759813978	0	0	0	0.00288542742370414	0	0.303470912087968	0.977061010520215
MMRF_2789	0.22674117450363	0.337872408709294	0	0.350879453965548	0	0.0238152289219543	0.0240011633529495	0.0366905705466245	0	0.111131293905067	1.07208333273913
MMRF_2225	0.239050461306421	0.406955000312028	0.198611122486407	0.056213660655194	0.059443747317332	0	0	0.0397260079226177	0	0.842471037199798	0.557851152599351
MMRF_1510	0.110007422884717	0.477561655126888	0	0.387221054120919	0	0	0.0252098678674772	0	0	0.118164229683348	1.05448502492355
MMRF_2367	0.224763158240568	0	0.555027057512441	0.0689739356898199	0.13896473770575	0	0.0122711108514206	0	0	0.985830521090577	0.705315821960873
MMRF_1373	0.261156248677464	0.276551157832047	0.259873271022386	0.163749754954145	0	0.0083451654506516	0	0.0303244020633053	0	0.91041160752472	0.44926937827913
MMRF_1624	0.390594301053656	0.540771309846778	0	0	0	0.0686343890995661	0	0	0	0.483450328079365	0.897681784177621
MMRF_2140	0.410560463983919	0.179964540124033	0	0.236244687919699	0	0.105425983640213	0	0.0678043243321351	0	0.190813758290844	1.06149029939538
MMRF_2216	0.197895070841798	0.117791192250229	0.384648237106325	0.227596440059328	0	0.0379984878316421	0	0.0340705719106783	0	0.961740302855759	0.414096286336304
MMRF_1461	0.223772467186853	0.248172587623671	0	0.511303020951848	0	0	0.0099912510117442	0.00676067322588399	0	0.249326591971664	0.997373733487623
MMRF_2172	0.543973905216023	0	0	0.222976214200757	0.23304988058322	0	0	0	0	0.760491283014742	0.652228077793812
MMRF_1855	0.378778439142291	0.354034446650615	0	0.1031875743922	0	0.0919575238633535	0	0.0720420159515405	0	0.276062231262751	1.02100347137264
MMRF_1735	0.367086042758777	0	0.386301306413452	0.164346593466122	0.0673621727976799	0	0.014903884563969	0	0	0.969525522551875	0.477403224124808
MMRF_1694	0.263367710557232	0.341171110984612	0	0.201288965680856	0	0.0839173281627854	0.0522726964659879	0.0579821881485274	0	0.125906022628364	1.07523066108076
MMRF_1992	0.241039646434803	0.165769057615958	0.429026909036254	0	0	0.0434749937099104	0.0231373777213296	0.0975520154817448	0	0.969488715709786	0.507672005935263
MMRF_2268	0.355454209657518	0.214985619216136	0.0591360300530878	0.0642827791512344	0.168870449690814	0	0.0287898221873932	0.108481090043817	0	0.785402692062382	0.620664078179182
MMRF_1915	0.388697051807554	0	0.362874410168782	0	0.231162402473017	0	0.0172661355506475	0	0	0.977860658309021	0.458743334361903
MMRF_2524	0.331172380409502	0.20516160823512	0	0.39659058678009	0	0.0670754245752884	0	0	0	0.355730622131178	0.954391700311147
MMRF_1130	0.31530382365058	0.396899975582285	0	0.207229631842129	0	0.080566568925006	0	0	0	0.613688292985743	0.789709591979976
MMRF_2598	0.448184367317515	0.167316644733952	0.21379854260433	0.0791746261574435	0	0.0915258191867601	0	0	0	0.922790530311704	0.418463368707378
MMRF_1928	0.292669986409296	0.341247055936868	0	0.253613676800413	0	0.0901306151384218	0.00616739603288738	0.0161712696821138	0	0.0821290715522722	1.10518945508847
MMRF_2440	0.626409930652828	0	0.0205690227253419	0.316669117474145	0.0363519291476854	0	0	0	0	0.780126485380169	0.626344127909667
MMRF_2678	0.34527061556632	0	0.404868921532398	0.144946790832535	0.0801175624228069	0	0.0247961096459405	0	0	0.983966437487794	0.460855604908001
MMRF_2195	0.422551029734726	0	0.240468869635478	0.233894076825691	0.0957674510476081	0	0.00731857275649643	0	0	0.905365041376678	0.468790102897257
MMRF_2352	0.483299681945659	0	0.431656472917768	0	0.0815385416343279	0	0.00350530350224486	0	0	0.977578914613172	0.622535454008725
MMRF_2847	0.496828112493553	0.165849772263876	0	0.136923341204445	0	0.036272910818369	0.0586769195384882	0.105448943681269	0	0.372411844303994	0.969188460148412
MMRF_1424	0.347784756219182	0	0.199153450809372	0.173059739936377	0.280002053035069	0	0	0	0	0.939263386722455	0.350211252091068
MMRF_1244	0.589525422169678	0	0	0.258449848757714	0	0.0214525503891293	0.0324818171796126	0.0980903615038663	0	0.54230614678794	0.849537913495134
MMRF_2213	0.231362848620765	0.090809060016081	0.202032042283432	0.475796049079722	0	0	0	0	0	0.890635468730772	0.454884455462875
MMRF_1597	0.370303733485597	0.267069937112289	0	0.142487460887924	0	0.170162409087271	0	0.0499764594269198	0	0.39378023474543	0.940358647206438
MMRF_2468	0.279041699407025	0.301691162214035	0.18618525825048	0.094379827014017	0	0.135852372996311	0	0.00284968011813271	0	0.903148884158436	0.431400585146377
MMRF_2293	0.286856378341559	0.404117294070901	0	0.242387856072388	0.0666384715151518	0	0	0	0	0.629537493829382	0.777847974489991
MMRF_1425	0.428718319433713	0.181385059914314	0	0.348793534791354	0	0	0	0.0411030858606188	0	0.529152075452716	0.85203901253561
MMRF_1596	0.354578322991235	0.29043348991062	0.176737464279396	0	0	0.159338626346922	0.0147899773244932	0.004122119147334	0	0.926829350118825	0.378650534885854
MMRF_1988	0.390898646096648	0.130565344526259	0.133039866792909	0.209140907854465	0	0.107428174452507	0	0.0289270602772122	0	0.861626953713013	0.507463566774247
MMRF_1614	0.2127772260539	0.143339724467171	0	0.41430658852547	0	0.201991154061339	0.00301014128244476	0.0245751656096752	0	0.17942708879058	1.02124130391099
MMRF_1355	0.271308442709297	0.250589140088876	0	0.417138893367664	0	0.00643485259975009	0.00952106691847799	0.0450076043159352	0	0.140808368147182	1.0598244510513
MMRF_2595	0.313456760333291	0	0.0525286673700866	0.377899066522104	0	0.256115505774519	0	0	0	0.668185977895168	0.747156084124264
MMRF_1714	0.294869598401867	0.0897940297581793	0	0.615336371839954	0	0	0	0	0	0.507687690641634	0.861668958693586
MMRF_1664	0.346440149524834	0	0	0.578638031890899	0	0.074921818584266	0	0	0	0.182395232117561	1.0350631978392
MMRF_2316	0.369881830589854	0.0680394513310988	0	0.469509317718051	0	0	0.00591957630422305	0.0866498240567733	0	0.259848278398709	1.00423490025654
MMRF_2843	0.442024438451356	0.267576843337767	0.145082088559103	0.0853909986220653	0.0599256310297091	0	0	0	0	0.894377366608007	0.454151949833536
MMRF_1534	0.345083121667787	0.191502865932327	0	0.0247136474483605	0	0.164659953707553	0.042971209059462	0.231069202184511	0	0.196599879360646	1.04375554299945
MMRF_2230	0.288143284760891	0	0.586047697908047	0.00686460781330324	0.10408843356177	0	0.0148559759559885	0	0	0.987263441978883	0.803210223156724
MMRF_1415	0.227834272459273	0	0.397585401933538	0.148062487959807	0.22235833450647	0	0.00415950314091167	0	0	0.975145895501355	0.433157905279293
MMRF_2621	0.118762619531485	0.296045779014698	0.173785690920529	0.104395195278095	0.305564757719007	0	0	0.00144595753618628	0	0.914240336963758	0.406209205223739
MMRF_1643	0.329584135778352	0	0.0297638671746787	0.529097591148388	0	0.0975665597434383	0.0139878461551433	0	0	0.707180494919355	0.722437083733804
MMRF_1792	0.24962487502505	0.211719801946011	0.375881542856199	0.16277378017274	0	0	0	0	0	0.956951743290345	0.461141000018521
MMRF_1250	0.0724835594480858	0.376271467223993	0.330386704043917	0.220858269284005	0	0	0	0	0	0.936264981649908	0.405065476339178
MMRF_2236	0.43995016500911	0	0.375977131860998	0.119582484053064	0.0644902190768289	0	0	0	0	0.970200377097898	0.498377862694579
MMRF_1148	0.375565824628018	0	0.16611084955422	0.340551691276371	0.117771634541391	0	0	0	0	0.930332716458795	0.367132507444659
MMRF_2204	0.26125022206662	0.234901696069721	0	0.480460248813746	0	0	0	0.0233878330499126	0	0.53915318177024	0.842695836863563
MMRF_2709	0.179320702426594	0.306736383737837	0	0.31701028427935	0	0.115952253036909	0.0375117212132881	0.0434686553060213	0	0.272453270868691	0.98298541447055
MMRF_2580	0.279490328032592	0.331317751175208	0	0.209285231085224	0	0.128980551104501	0.0166688933778212	0.0342572452246533	0	0.0951877071820442	1.09379260587064
MMRF_2141	0.234245432093023	0.0897096910272289	0.267003147771814	0.229621846264857	0	0.049864056665853	0.0365372631795335	0.0930185629976902	0	0.886260683374276	0.485564846000789
MMRF_2522	0.258988410515319	0.0941632855433522	0	0.567755859415952	0	0.0668075429027606	0	0.0122849016226158	0	0.201669075098685	1.01586066518752
MMRF_2570	0.598653071533655	0	0.249623801160402	0.0879713628782827	0.0445457852868905	0	0.01920597914077	0	0	0.958624331617231	0.396066491428284
MMRF_2489	0.249492740213347	0.303492040878409	0	0.26749361526344	0	0.150246649698489	0	0.0292749539463149	0	0.195434799692256	1.03302598968934
MMRF_2326	0.538670382058748	0.108907297567725	0.0749837491631064	0.230486766590865	0.0469518046195562	0	0	0	0	0.912645054372308	0.415214153081098
MMRF_2604	0.375471237261752	0.249493217413971	0.270828545448546	0.0421311957453209	0.0620758041304101	0	0	0	0	0.959420526914173	0.369804031195621
MMRF_1359	0.247025900505205	0	0.626206371612585	0.0180158021949276	0.0957681506909536	0.00823770083799911	0.00474607415833014	0	0	0.974831165609754	0.885587253953138
MMRF_2764	0.330715052237659	0.202723893387435	0.144514306755144	0.2814694621691	0	0.028004099578584	0	0.0125731858720786	0	0.917308344013874	0.402099548278787
MMRF_2168	0.408617359928511	0.140436914743211	0	0.213906838895063	0	0.00262914269964878	0.0540558534859785	0.180353890247588	0	0.132240734606618	1.08872949719954
MMRF_1787	0.37216314511756	0.269048663507204	0	0.214959055592585	0	0.0955045300502562	0	0.0483246057323948	0	0.228924113075837	1.03936838604191
MMRF_1388	0.03578535920412	0.658899416981467	0	0.224983987599245	0	0.0247071938642199	0.0220948106486612	0.0335292317022872	0	0.15465524994979	1.03724109939923
MMRF_2449	0.214146286002344	0.198816981580106	0	0.440710315519063	0	0.0904328216659059	0.00126281461413789	0.0546307806184425	0	0.263906905791103	0.98558744853451
MMRF_1686	0.263428384873217	0.156362628247085	0.175929464852639	0.34227781668176	0	0.0329835262602981	0.000208699293666164	0.028809479791334	0	0.912547610854639	0.411192845522335
MMRF_2002	0.186471829761053	0.551492373478014	0	0.215671534190942	0	0	0	0.0463642625699912	0	0.0825214486873018	1.09760219500932
MMRF_1086	0.728572844366178	0	0.0489723043066132	0.202963691302088	0	0	0.0194911600251205	0	0	0.856294325816373	0.516698271631349
MMRF_1152	0.262955942568141	0	0.543616252371585	0.0837256288570243	0.0935453341721714	0	0.0161568420310775	0	0	0.981275762918342	0.706078323875302
MMRF_2035	0.463348236228298	0.220397832133718	0.011814507713969	0.155997517865705	0	0.0323085912251244	0.0690431658943894	0.0470901489387966	0	0.659758385974559	0.751425691437307
MMRF_2373	0.370247889539842	0.27222095253194	0	0.349928653717325	0	0	0	0.0076025042108939	0	0.484654993150644	0.881336095152944
MMRF_2076	0.208250847120753	0.416809956980058	0	0.112308696170468	0	0.153731769275993	0.0334998171933084	0.0753989132594191	0	0.0684194903047439	1.0964378847523
MMRF_2330	0.430381812658656	0.233650283094047	0.0768865642060644	0.0659077106771993	0	0.0263332528708173	0.0361674363062755	0.13067294018694	0	0.756382131474655	0.654903042690093
MMRF_1550	0.258184497955928	0	0	0.590555400101013	0.151260101943059	0	0	0	0	0.54590228166544	0.84017060032346
MMRF_2362	0.420101092053402	0	0.390915349761219	0.0379467231543186	0.132201878048404	0	0.0188349569826557	0	0	0.957623426757419	0.565000287118313
MMRF_2670	0.349152264317642	0.195111779353214	0.247295664393385	0.208440291935758	0	0	0	0	0	0.894394814621981	0.491023994339649
MMRF_1285	0.115413532740576	0.649010342628303	0	0.235576124631121	0	0	0	0	0	0.503137676172758	0.86426757181526
MMRF_2097	0.413194295888946	0	0.16091106961927	0.360741744288869	0.0651528902029151	0	0	0	0	0.939549168951638	0.343400077915592
MMRF_2643	0.407996962603821	0.139652068960923	0.220074429999383	0	0	0.0717946204123461	0.065771424893762	0.0947104931297645	0	0.904519715385809	0.455953562095543
MMRF_1731	0.597725334251676	0	0.245110439062131	0.0426172896127784	0.0666586314688211	0	0.0478883056045935	0	0	0.923917481364288	0.490466303129106
MMRF_2642	0.534665862636149	0.0424778036177179	0.235296843690706	0.13928145465575	0	0.0377834506739917	0.0104945847256854	0	0	0.908129043224667	0.487706110035998
MMRF_2793	0.527551533384769	0	0.196621252856447	0	0.251506377337554	0	0.0243208364212301	0	0	0.853994095670385	0.585475073580349
MMRF_1501	0.216529611508737	0.00731318100274611	0	0.697759119950413	0	0.0764750152473664	0	0.00192307229073788	0	0.426931392098764	0.904327553197279
MMRF_2043	0.257515526420012	0.248629490125737	0	0.240567678129649	0	0.131244882824596	0.0506925600001531	0.071349862499852	0	0.104357626693979	1.0746854192949
MMRF_2378	0.45981139551262	0.0800175036334753	0	0.423373417147648	0.0367976837062562	0	0	0	0	0.495124471860943	0.876579952103038
MMRF_2826	0.218750805949995	0.634585716368613	0	0.135628315209481	0	0	0	0.0110351624719107	0	0.219577884744587	1.04310580317935
MMRF_2054	0.286189920441099	0.0834642438756059	0.510132483681982	0	0	0.0414226711101463	0.0206792811594957	0.0581113997316708	0	0.974343828484432	0.666555033589515
MMRF_2452	0.25491788297737	0.212278874169008	0	0.163439460054607	0	0.18842540738757	0.0364486375938298	0.144489737817616	0	0.177656237559412	1.03508040245333
MMRF_2611	0.474179426697485	0	0.0869615089483865	0.242139383611289	0	0.182580958107008	0.0141387226358317	0	0	0.807225260268325	0.59065754036669
MMRF_1289	0.459148026792028	0	0.0596069585794605	0.271799256719681	0.20944575790883	0	0	0	0	0.758203761609671	0.651923354045806
MMRF_2409	0.302127725153259	0.0987595336340563	0.453271045071673	0.114283424459437	0	0.0267131246300529	0.0048451470515222	0	0	0.978021311199424	0.554193480393039
MMRF_1750	0.326462079943697	0.221027320880946	0	0.439279760045401	0	0	0	0.0132308391299558	0	0.563112947267188	0.8264200626807
MMRF_1671	0.247295801635606	0.271628027076368	0.110517944442189	0.122038125083728	0	0.0684295705710819	0.043326951655224	0.136763579535803	0	0.695889969512285	0.719956534148428
MMRF_1107	0.368578421816629	0	0.0197973947128656	0.405820087744507	0.205804095725999	0	0	0	0	0.806724225640522	0.621666166375734
MMRF_2476	0.295944726198754	0.225092233612603	0.0843659467685399	0.0550743427991976	0	0.216967151664888	0.00407137572991829	0.118484223226099	0	0.758574226649255	0.653047413039382
MMRF_2413	0.247926594816465	0	0.125251563866063	0.491153566256152	0.13566827506132	0	0	0	0	0.888411665541428	0.482103455590342
MMRF_1159	0.156811571375169	0.656201228366458	0	0	0	0.00635662300123802	0.0549847834930427	0.125645793764093	0	0.299791790536836	0.986957989652708
MMRF_2506	0.26728256720034	0.474610692873205	0	0.178381121601797	0	0.0327992313443259	0	0.0469263869803319	0	0.17476206070856	1.06361316325681
MMRF_2734	0.164212534814108	0.134667211786733	0.362766841960458	0.254043532924692	0	0.0347360821450268	0.01552482041893	0.0340489759500535	0	0.961725585918566	0.367238038341888
MMRF_2746	0.199085826731434	0.398913621365535	0	0.194476623091029	0	0.107327510864182	0.0105212518069886	0.0896751661408315	0	0.410005091450833	0.917392909704151
MMRF_1823	0.31342501902436	0.115253393527722	0	0.423970312378616	0	0.0836962880348029	0.00586728508107727	0.0577877019534221	0	0.118389899132329	1.06796123469539
MMRF_1324	0.164534074801604	0.251200477277571	0	0.425744833212856	0	0.0699680643630242	0.0411860221700089	0.0473665281749356	0	0.13911115575197	1.03759258654631
MMRF_2480	0.264454181080804	0.181505567713219	0.21781928557315	0.131182775631981	0	0.0704453675380653	0.010403821039211	0.124189001423569	0	0.900414030006274	0.440323678948036
MMRF_1777	0.341915923305309	0	0.0273035208630354	0.537179327036446	0.0907567736687189	0	0	0.00284445512649151	0	0.895067764422628	0.544607290559058
MMRF_1281	0.343194857512922	0	0.000326112709482841	0.620622790519659	0.0332095649873901	0	0	0.00264667427054649	0	0.586955024817184	0.813128474503597
MMRF_2455	0.0660757199328305	0.313955223038369	0.214732687725986	0	0.405236369302814	0	0	0	0	0.956060266752723	0.293456900675026
MMRF_1361	0.230515760495685	0.296684634969324	0	0.430665038394219	0	0	0.042134566140772	0	0	0.215468557638722	1.01901375009382
MMRF_2664	0.232191038160571	0.275693259896187	0.173010539474936	0.245735482018887	0	0	0.0210897907546021	0.0522798896948163	0	0.891539697490908	0.453199936581367
MMRF_1489	0.422764050211694	0.0347844213864045	0.082111067350976	0.351377188812701	0	0.0883985075854125	0.0205647646528118	0	0	0.768897016490167	0.639763638447341
MMRF_1908	0.320625229191688	0.346769699636868	0	0.130612938261537	0	0.13656262304801	0.00974953319631937	0.0556799766655783	0	0.253026033551038	1.02121448959828
MMRF_1819	0.397389594829258	0	0.551701883953726	0	0.0427345163555796	0	0.00817400486143628	0	0	0.969948850311054	0.825098026053746
MMRF_1634	0.319703070522905	0	0	0.493677722972666	0.185625011394882	0	0.000994195109546917	0	0	0.603009335930963	0.80074585891465
MMRF_1991	0.31971186814526	0	0.0514845873979217	0.481089379495344	0.147714164961474	0	0	0	0	0.738921633394836	0.681918059900934
MMRF_2089	0.34457448685613	0	0.40324768264965	0.000507878083969624	0.246934510324886	0	0.00473544208536449	0	0	0.98280605163205	0.500321885587469
MMRF_1504	0.257628875741018	0.364529376069736	0	0.364869251837494	0	0	0	0.0129724963517515	0	0.371430441559655	0.943788709338819
MMRF_1739	0.549031241623992	0	0.00485056568409462	0.380641948448216	0.0613708558446255	0	0	0.00410538839907234	0	0.777057849743351	0.638779699402801
MMRF_2523	0.180531597853345	0.396937832407069	0	0.422126681883361	0	0	0	0.000403887856225654	0	0.485304998136307	0.874345927620825
MMRF_1539	0.230870688028333	0.154261659101548	0	0.0310399174590984	0	0.306713205593157	0.0643406169596295	0.212773912858234	0	0.120590785881332	1.0525384213139
MMRF_1391	0.463720005327457	0.193054270361654	0.0337908137654859	0.309434910545403	0	0	0	0	0	0.704695921830288	0.709439168562217
MMRF_1403	0.328555674769755	0.370598629674052	0	0.162190540645621	0	0.0455208309382499	0	0.0931343239723215	0	0.0487879626014506	1.13575680488035
MMRF_1850	0.156614879129917	0.166612361870558	0.336617140746022	0.274357282279338	0	0.0657983359741645	0	0	0	0.950657965909402	0.370252114480963
MMRF_2228	0.650207138873643	0	0.0376743322802822	0.277542673501688	0	0	0.0335410816852006	0.00103477365918663	0	0.828374487643473	0.561139874734442
MMRF_1630	0.370970159538699	0.353257542473921	0.252398860596154	0	0	0	0	0.0233734373912266	0	0.815247556835706	0.677707556706271
MMRF_1817	0.366120687054218	0.0851922779458311	0.217009064457546	0.00133201504003896	0	0.0998970400915292	0.0636441969411184	0.166804718469719	0	0.799859397134322	0.637337967742259
MMRF_1951	0.294911457603848	0.336774371901585	0	0.18762414051945	0	0.118388689778651	0	0.0623013401964657	0	0.0836702306962747	1.10394646674908
MMRF_1565	0.640757035756262	0.168299994754928	0	0.0897986720300597	0	0.0133764669658126	0.00455548691730705	0.0832123435756304	0	0.631154533675964	0.784486427851629
MMRF_2646	0.480836758185138	0	0.00428355092796156	0.429769630959072	0.0805267228455159	0	0.004583337082312	0	0	0.725435842503927	0.69550288511948
MMRF_1356	0.28994236493864	0	0.115640214216782	0.535688084479975	0.0587293363646026	0	0	0	0	0.864509010031887	0.520484210583065
MMRF_1889	0.327750944973134	0.0637656979735902	0	0.534885024143479	0	0.0735983329097969	0	0	0	0.38897214548384	0.92911539950993
MMRF_1882	0.49706562805147	0.00500770360091288	0	0.428414705370846	0	0.0481267446559031	0.0213852183208678	0	0	0.688709490584924	0.72929881143084
MMRF_2328	0.230709533973635	0	0.579940232793677	0.0628570156749633	0.119606674144818	0	0.00688654341290594	0	0	0.987373721330248	0.754075402048683
MMRF_2339	0.262331746645717	0.131016262377488	0	0.0918119515250716	0	0.108143395091139	0.121765702685644	0.284930941674941	0	0.32041887141824	0.961881964631763
MMRF_1645	0.445867662357727	0.113407580076	0	0.165177570392732	0	0.192247079973969	0	0.0833001071995715	0	0.13590443389092	1.0947647407127
MMRF_1349	0.403102258741403	0.161388953469285	0	0.435508787789312	0	0	0	0	0	0.411193323173644	0.928117833581625
MMRF_2638	0.499902192735637	0.128253617418889	0	0.197756003584795	0	0	0.0340019183569669	0.140086267903712	0	0.498600722196451	0.878386683701426
MMRF_2718	0.289032167475706	0.121756867060228	0	0.211349018526783	0	0.0867540839352213	0.0878755302294555	0.203232332772606	0	0.120917772271146	1.06229199220055
MMRF_2079	0.454972395529606	0.177390975076293	0.0249709345254353	0.238594534192573	0	0.104071160676093	0	0	0	0.67852589033315	0.7344452206384
MMRF_2667	0.331632952058618	0.112229038323791	0.181288016293414	0.103824833199586	0	0.0465697194698816	0.0677403422597692	0.156715098394939	0	0.829384635850513	0.565728833588407
MMRF_2465	0.2732364503675	0.112879857219817	0.241213459861754	0.310458153206864	0	0.0567456538278333	0	0.0054664255162318	0	0.876092705546138	0.500080949061778
MMRF_1985	0.370610602272059	0.133069538480957	0	0.45064398690862	0	0	0	0.0456758723383644	0	0.586445714208147	0.810549543483778
MMRF_2794	0.295497050299838	0.375810366309427	0	0.254030742604983	0	0	0.0410072347554916	0.0336546060302595	0	0.12443206454808	1.0881723045774
MMRF_2554	0.513993861734922	0.213470852469349	0.00155265709497855	0.237686043739628	0	0.033296584961122	0	0	0	0.712973027007393	0.701843415486023
MMRF_2572	0.335777244571175	0	0.180302371800762	0.354932921965817	0.128987461662246	0	0	0	0	0.960784078683735	0.28035342445347
MMRF_1519	0.339722897721811	0	0	0.532767245655717	0.123294128900159	0	0.00421572772231263	0	0	0.593665889458034	0.807108775898057
MMRF_2062	0.248002589616714	0	0.429225391365906	0.12499350748254	0.18637680437407	0	0.0114017071607702	0	0	0.970404451348822	0.51213795697442
MMRF_2526	0.0821262828406463	0.229242934272698	0	0.663633640016002	0.0190679305497248	0	0	0.00592921232092882	0	0.135543612227213	1.02391836092097
MMRF_2827	0.361545848283254	0.234546481561956	0.236285787577282	0.0841556988521409	0	0.0834661837253663	0	0	0	0.901181427117508	0.474319673657891
MMRF_1859	0.314984615330957	0.20992188769502	0.121814897027132	0.229625402347974	0	0.119346596021903	0.00430660157701363	0	0	0.837915968525333	0.546708517413752
MMRF_2711	0.254208129008644	0.110634045198854	0	0.613510277020993	0	0	0	0.0216475487715091	0	0.165478484308839	1.03264131897113
MMRF_2538	0.37234235372278	0	0.465574744396521	0.0452410751881637	0.116841826692535	0	0	0	0	0.980454449882806	0.621428466499748
MMRF_1927	0.266394070368186	0	0.600236512231639	0	0.121421924546954	0	0.0119474928532209	0	0	0.986184472466667	0.825735119935027
MMRF_2199	0.382949289803156	0.270978106185275	0	0.0642483998264621	0	0.109583909873477	0.0416756940751572	0.130564600236472	0	0.168839904373056	1.07665195867363
MMRF_2016	0.270723014614432	0.151612370245153	0.337185193633649	0.17866497330076	0	0	0.0342108881775284	0.0276035600284783	0	0.92459231144773	0.487819211999486
MMRF_1079	0.174766228376409	0.465077522903799	0	0.135615047018675	0	0.164228524867015	0.00134624000259687	0.0589664368315047	0	0.0730546742250339	1.0898461008929
MMRF_1678	0.414732813898474	0	0	0.323504972612919	0.256804991420365	0	0	0.00495722206824192	0	0.739588651722297	0.684362964982432
MMRF_2519	0.518031581434363	0	0.334782208759012	0.044759060873878	0.0909084134833575	0	0.0115187354493889	0	0	0.977995504299805	0.450274577295119
MMRF_2047	0.323636641506337	0	0.282652999815751	0.310046654393287	0.0836637042846247	0	0	0	0	0.964781033340363	0.307822192039867
MMRF_1900	0.744282920634562	0	0.0266838794914437	0.192455587915917	0	0.0234977802961595	0.0130798316619174	0	0	0.787558741062835	0.617986208715775
MMRF_1977	0.0505869514523968	0.425703826982417	0.0403293862943137	0.337194504311337	0	0.146185330959535	0	0	0	0.53857114889601	0.843055100040181
MMRF_2787	0.33334209495581	0.119477751849176	0	0.13951321631274	0	0.153030732340385	0.0570427121088538	0.197593492433035	0	0.491539143271005	0.871437788768386
MMRF_2628	0.304295915677278	0.0855388598889373	0	0.499831532233764	0	0.0770053127276053	0.025581802005783	0.00774657746663218	0	0.0897745376314467	1.07726786325052
MMRF_1698	0.268640932847931	0	0	0.60499224500062	0	0	0.0645352705088984	0.0618315516425507	0	0.115174322295732	1.04943940984247
MMRF_2781	0.385389114449124	0	0.282630520933063	0	0.317487021642851	0	0.0144933429749623	0	0	0.943790845913141	0.43703365090073
MMRF_1982	0.17607940983974	0.11166213871547	0.385231455489009	0.295650578452831	0	0.0313764175029497	0	0	0	0.967196649394093	0.385644902499686
MMRF_1426	0.231260850610295	0.0988365429710315	0.550151231067879	0.0324638788790036	0	0.0360168566504328	0.0211822988085793	0.0300883410127788	0	0.964710772867936	0.740141793598907
MMRF_2459	0.375429923502338	0.320271174908283	0	0.148925392958859	0	0.0903338156290005	0.00205522400063695	0.0629844690008826	0	0.109121805852576	1.11276314846049
MMRF_1665	0.337787717219732	0.123124473425291	0.296979693093076	0.193860067333393	0	0.0482480489285075	0	0	0	0.946563664823697	0.3975725407078
MMRF_1211	0.514204577171524	0.0502546631501076	0.0364622842894927	0.277890427551393	0	0.0675487781095819	0	0.0536392697279003	0	0.677701028088163	0.73592604624713
MMRF_2626	0.206631308914424	0.232109065331042	0	0.383250607784935	0	0.0496854250299272	0.0506456254864684	0.0776779674532039	0	0.253076578618719	0.991762780629027
MMRF_1045	0.397500777883169	0.125729764721974	0	0.356250672925412	0	0.0284652796673835	0.00451731984208886	0.0875361849599733	0	0.163371015305006	1.06703937058864
MMRF_1652	0.0949007364268024	0.219741711922932	0	0.617910433470242	0	0.0674471181800241	0	0	0	0.297386196583555	0.959795862095769
MMRF_1890	0.234120015624367	0.302868558042771	0.200537348724833	0	0.15797814386232	0.104495933745709	0	0	0	0.887170669843831	0.47225362335363
MMRF_1570	0.365184454126902	0.198522091267604	0.160333439688751	0	0	0.0750811643655597	0.0384786218095513	0.162400228741631	0	0.90969488170897	0.41530077667308
MMRF_1328	0.342051066757604	0.350520292002537	0	0.19207665402236	0.0492256219076854	0.0145596179990842	0	0.0515667473107296	0	0.451382826821867	0.90559872661276
MMRF_1617	0.209709837633851	0.0231799842526593	0.629840514268474	0	0	0.0734584520980709	0.0213873417078406	0.0424238700391039	0	0.970391692897368	0.860822875955631
