"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KAZN",322.877551209387,-1.07029506000575,1.36740218165174,-0.782721480459316,0.43379068537864,0.999677995230459
"TMEM51",50.8941849628324,1.18748852557646,1.58437521873927,0.74949955763722,0.453556165167589,0.999677995230459
"FHAD1",1.32690137587513,-0.231887624551644,2.14136522051002,-0.108289619318845,0.913765956776314,NA
"EFHD2",680.369698277661,0.800166103889616,1.32303112377348,0.604797641953749,0.545313460629344,0.999677995230459
"CASP9",519.972373936391,-1.80605345576871,1.87882197224628,-0.961269073093406,0.336416893895737,0.999677995230459
"DNAJC16",267.9360351214,0.247054815002324,1.6399055018403,0.150651860564575,0.880250349399851,0.999677995230459
"CHCHD2P6",106.659501923117,-0.942049730897179,0.882250401325705,-1.06778045040458,0.285619558553285,0.999677995230459
"DDI2",345.654004782281,-0.613665315236182,1.30995673915556,-0.468462275809026,0.639454042281953,0.999677995230459
"PLEKHM2",317.57627835627,-1.75434230723662,1.10268341888219,-1.59097550320927,0.111615088882805,0.833311892630649
"RPL12P14",12.3259237764526,-0.345736922605024,0.866162633648145,-0.399159360117894,0.689775785951714,NA
"UQCRHL",188.183941226084,0.0776425848666764,0.825844027439611,0.0940160396962535,0.925096415337078,0.999677995230459
"ENSG00000178715",18.9342135919248,-0.507807256156446,0.89814877147101,-0.565393253641873,0.57180631225448,NA
"SPEN-AS1",134.444061171976,-4.03342630138363,1.67847163558154,-2.40303512783888,0.0162596254483342,0.361156675131612
"SPEN",959.113255195164,-0.815814238426105,0.929971775817759,-0.87724623439107,0.380352908445757,0.999677995230459
"ZBTB17",1012.98880712377,1.21093705852988,1.37682284190918,0.879515520566708,0.379121821546223,0.999677995230459
"ARHGEF19",206.198165681482,5.62041441056725,2.49950903621062,2.24860735814265,0.0245374878659912,0.438633632837048
"ENSG00000288398",57.2810228464749,-0.46129996450933,1.50240199597622,-0.307041634492498,0.758811682044545,0.999677995230459
"CPLANE2",92.5612351999354,-3.0205306307309,2.31154897814375,-1.30671279704247,0.191310270839362,0.959410511690647
"FBXO42",1052.04877934799,-0.233353056697168,1.58091899843203,-0.147605953833568,0.882653756096359,0.999677995230459
"SZRD1",64.6458383306686,0.358230270988319,1.65638690242845,0.216272098302101,0.828775656728946,0.999677995230459
"NECAP2",1655.49155679898,0.851623859089977,1.07598064290092,0.791486226735398,0.428660310347925,0.999677995230459
"CROCCP3",3.64234490675428,1.05452479166899,1.76534915712905,0.597346302520653,0.55027619670965,NA
"RNU1-1",34.0638494974294,1.40928262546329,1.56227566158403,0.902070396484565,0.36701947343725,0.999677995230459
"NBPF1",181.760318437776,-1.92482031664598,1.29412893344202,-1.48734818216799,0.13692287509439,0.895210464671949
"CROCCP2",317.164568090736,-1.04108162562136,1.51076013852112,-0.689111129606893,0.49075333670755,0.999677995230459
"ENSG00000282143",86.7254004452832,0.380712019248904,1.6966397712071,0.224391780571099,0.822452465791728,0.999677995230459
"ENSG00000280114",171.104705031493,0.201862467726442,1.337626467491,0.150910940111015,0.880045970367231,0.999677995230459
"CROCC",206.681269441,1.48089539423553,1.28909046559754,1.14879089851082,0.250642213234952,0.999677995230459
"SDHB",5155.70373366488,-0.286916011257547,0.840578055313977,-0.341331788813327,0.732853819299001,0.999677995230459
"RCC2",1755.51385957251,0.551057210219537,1.44612772149377,0.381057082323493,0.703160892465974,0.999677995230459
"ARHGEF10L",5.79678289497603,-3.99062960509705,2.21504599093384,-1.80160124052984,0.0716081659639174,NA
"DYNLL1P3",3.65579934486454,-0.910882834440429,1.82030401812779,-0.500401485339401,0.616792407698043,NA
"ALDH4A1",57.4242802505015,2.51058777830362,2.03737192515629,1.23226777953713,0.21784907156752,0.983185555791866
"IFFO2",118.576105938132,1.49533385012472,1.8777321913232,0.796350969022366,0.425828068263,0.999677995230459
"UBR4",1508.36322995573,0.121600068648458,1.36108366406118,0.0893406275156002,0.928811207055654,0.999677995230459
"EMC1",337.144790258638,0.569497328463956,1.35869066429399,0.419151572488269,0.675105361865397,0.999677995230459
"MRTO4",1723.44848574824,0.0196665999462952,1.20123254524414,0.0163720172452522,0.986937603760623,0.999677995230459
"AKR7L",3.70471193242888,-0.786428901289783,1.62973564916815,-0.482549977777801,0.629415304117895,NA
"AKR7A3",3.42323613375434,-2.97757204613246,1.67725586975539,-1.77526404875049,0.0758542985917208,NA
"AKR7A2",878.78379790456,-1.06597143848155,1.80842461288488,-0.589447539525062,0.55556109394509,0.999677995230459
"SLC66A1",356.277659047651,1.17133767648741,1.61611660213532,0.724785374359602,0.46858370970228,0.999677995230459
"CAPZB",2836.21196140729,-1.35638303392699,1.15274321302524,-1.17665670775656,0.239332553846966,0.999677995230459
"TMCO4",484.615501062946,0.900557827870465,1.56388868140878,0.575845223880786,0.564719802656233,0.999677995230459
"MUL1",1331.40014316247,1.94563122132493,1.39850861042346,1.39121862162565,0.164159142085941,0.92380096580592
"CDA",128.990517269375,-0.769767459765317,2.13721417605946,-0.360173289316559,0.718717548180227,0.999677995230459
"PINK1",167.294551731417,0.112584475038018,1.77574407652412,0.063401295561911,0.949446955619523,0.999677995230459
"DDOST",19646.8751287461,0.443132690650747,0.827020053839737,0.535818555539669,0.592083956749421,0.999677995230459
"KIF17",0.593573875436979,-0.875375102016248,2.29230183127953,-0.381876020893648,0.702553327363765,NA
"HP1BP3",1857.67180199742,0.638170413287547,0.905002829728694,0.705158472796004,0.480711621178245,0.999677995230459
"EIF4G3",312.845609742074,0.386746131050454,1.50396786895868,0.257150527636092,0.797062573228838,0.999677995230459
"ECE1",2170.00677544233,-0.304733885325986,1.66426154869363,-0.183104564042346,0.854715974730738,0.999677995230459
"PPP1R11P1",2.18112467569701,1.16725161391652,1.75005105977657,0.666981461709776,0.504783974902347,NA
"NBPF3",140.843407615553,-1.72588790889119,1.15011692917819,-1.50061951537781,0.133454000803603,0.885962909496301
"USP48",2367.27424513001,0.685857941918936,0.998999031422334,0.68654515204328,0.492369401816671,0.999677995230459
"PPIAP34",8.59837391629959,-1.42020088841899,1.26551518310229,-1.12223141008669,0.261764060818708,NA
"ZBTB40",331.247419239732,0.276805475978216,1.47251807122121,0.187981038323456,0.850891515420575,0.999677995230459
"KDM1A",66.6683029589872,1.81077331059053,1.49715245590522,1.20947823546512,0.226479167741258,0.991567876198167
"LUZP1",687.487992987562,-1.16695305004682,1.38093701592444,-0.845044369576572,0.398086066611255,0.999677995230459
"HNRNPR",7752.40166797774,0.379638358438763,0.796253938102845,0.4767805096742,0.633518425922269,0.999677995230459
"TCEA3",103.905877337895,-1.48231349160762,1.61482905692599,-0.9179383323888,0.358651151863026,0.999677995230459
"E2F2",1378.19172199591,0.828847940207271,1.55814144602538,0.531946533045223,0.594763027217483,0.999677995230459
"ID3",4591.57407563599,-0.224717750590205,1.00345982888174,-0.223942946316676,0.822801697915334,0.999677995230459
"RPL11",4150.06336155199,0.392599347500835,0.80076438945719,0.490280727601991,0.623935262702902,0.999677995230459
"ELOA-AS1",40.8831148384306,0.204794972722965,1.41471204315695,0.144760888771372,0.884899663115964,0.999677995230459
"PITHD1",1532.17221885733,0.800689471900299,0.763894143605641,1.04816809842393,0.29456116573702,0.999677995230459
"LYPLA2",2228.23321530964,1.66867589091946,1.36633647315159,1.22127742595533,0.221980997477374,0.984588576011814
"GALE",808.592575836114,0.597663114506721,1.409087014082,0.424149189179838,0.671457014067579,0.999677995230459
"HMGCL",885.05377165914,2.812592684435,1.81875309499723,1.54644008148851,0.1219983204185,0.868505960572267
"FUCA1",727.319697168587,-0.285962225218908,1.77177421249173,-0.161398796304155,0.871779314655048,0.999677995230459
"H3P1",10.6324078089667,-0.934405268930761,0.963666954309392,-0.969635064014828,0.332228428600559,NA
"PNRC2",1767.57295287829,-0.294844523510846,0.983141004432378,-0.299900545477783,0.764253018239628,0.999677995230459
"SRSF10",3094.84837443708,0.720231738300432,0.957999618462115,0.751807959440137,0.452166554736149,0.999677995230459
"IFNLR1",1011.64162013211,0.176231860010152,1.39993270064296,0.125885951466961,0.899822203308352,0.999677995230459
"STPG1",37.5974284133471,-0.826524692130806,1.93443416378008,-0.427269486657376,0.669183054902986,0.999677995230459
"NIPAL3",1367.83726550113,-1.24898898032547,1.29581654785521,-0.963862502290735,0.335114865707715,0.999677995230459
"SRRM1",1369.61336677951,0.460709491361534,1.02681369228482,0.448678757230421,0.653663410853971,0.999677995230459
"CLIC4",4525.78144879754,0.319652538579417,0.849723782592559,0.376184055486994,0.706780068203847,0.999677995230459
"RUNX3",936.378617697326,-0.553008504341904,1.0501765618136,-0.526586218403967,0.598480964469567,0.999677995230459
"SYF2",565.77898516168,0.180088980007784,0.855797435095232,0.210434119830873,0.833328865013956,0.999677995230459
"RSRP1",1923.22311435369,-0.916797321558732,0.916953037637631,-0.999830180966192,0.317392697310283,0.999677995230459
"TMEM50A",4076.08285589587,-0.569706005040474,0.84652002123619,-0.672997673709502,0.500948770889055,0.999677995230459
"RHCE",48.7597882732065,0.291423064694847,1.01349000412758,0.287544093684184,0.773695744838317,0.999677995230459
"MACO1",475.951946825087,0.552572882135814,1.7353645583485,0.318418904821753,0.750167199987233,0.999677995230459
"LDLRAP1",1086.35638989406,0.340703832842476,1.706947992161,0.199598250448829,0.841794796190336,0.999677995230459
"ENSG00000225643",25.388015597176,-0.0192680633313281,1.90716429797632,-0.0101029907867787,0.991939116763156,0.999677995230459
"MTFR1L",256.333975979049,0.609026823830641,1.54754796179036,0.393543101000926,0.693918396661394,0.999677995230459
"AUNIP",150.342886558695,1.33495135393489,2.13473711952026,0.625346953368614,0.531743369682534,0.999677995230459
"STMN1",14273.9524969352,-0.0155118395458701,0.879069665733398,-0.0176457454403557,0.985921462764236,0.999677995230459
"PAFAH2",262.505552417664,1.04899612048705,1.83307280335737,0.572261024529825,0.56714515039082,0.999677995230459
"PDIK1L",314.210821416622,2.42291301998357,1.6719693890382,1.44913718867625,0.147299274302748,0.905182163599757
"CEP85",1140.61927479553,3.47694047730089,1.49428777237312,2.3268212064528,0.019974783241522,0.396072491054585
"SH3BGRL3",4129.55744216874,0.250498994239217,0.850065932503278,0.294681841326762,0.768236936052347,0.999677995230459
"UBXN11",509.366458718882,1.37170261695582,1.48073898196113,0.926363547975955,0.354257081042334,0.999677995230459
"CD52",22.8502659947041,-5.71351331050713,1.83713671059849,-3.11000987435814,0.00187081089693122,0.093798894922804
"DHDDS",1096.76562746026,0.985176189520796,1.36219935097754,0.723224679863351,0.46954185856073,0.999677995230459
"HMGN2",14239.6389159486,0.027886848951757,0.782596865157858,0.0356337345487985,0.97157440911447,0.999677995230459
"RPS6KA1",1412.29690661263,1.29291062253588,1.14414450172978,1.13002389172101,0.258466157335087,0.999677995230459
"ARID1A",1373.84145701243,-0.260709126179113,1.84249166533964,-0.141498130538927,0.887476436798719,0.999677995230459
"PIGV",206.665966769005,-0.60931364496673,1.94695757539744,-0.312956816659115,0.754313470586538,0.999677995230459
"ZDHHC18",270.651280757115,0.259099236681896,1.9326503966305,0.134064203817527,0.893351805278476,0.999677995230459
"GPN2",847.337471178501,2.19898515625361,1.52501944616932,1.44193909249958,0.149319556721286,0.906806557166849
"GPATCH3",634.937160586425,-0.570458391323642,1.602680840389,-0.35594010794138,0.721885418393974,0.999677995230459
"NUDC",5125.63531522464,2.01569716224555,1.49787593933141,1.34570367900113,0.178398099429771,0.947181162575911
"RPL12P13",0.768847097901288,-0.552837540201739,1.79522920412258,-0.307948165578077,0.758121774647742,NA
"OSTCP2",0.683385060026053,0.601962730985362,2.28973659071551,0.262896061243996,0.792630692236424,NA
"SLC9A1",18.6850628276397,-2.66673939533616,1.87629887402896,-1.42127644601198,0.155236408224961,NA
"CHCHD3P3",27.4009408054072,2.31568003997288,1.38036360679366,1.67758699850961,0.0934277526875704,0.784024566187747
"NPM1P39",44.4151835237595,0.0611665527248102,0.814032643535685,0.0751401718475787,0.940103185638521,0.999677995230459
"WDTC1",111.520990253704,1.9645447632736,1.25568412151826,1.56452146651201,0.117695155746528,0.854040175641074
"TMEM222",1137.15959585669,1.58747922990262,1.20539426160295,1.31697924942133,0.187845580196754,0.956819847851444
"WASF2",1931.62224598226,-0.210330164552298,0.771598554103143,-0.272590148638591,0.785168285507462,0.999677995230459
"AHDC1",118.186592624399,7.69945356674324,1.78522593690115,4.31287346189254,1.6114635709754e-05,0.00499032351141177
"FGR",199.822575115374,-1.07470357118516,2.40081987127826,-0.447640234922312,0.654412860602513,0.999677995230459
"ENSG00000235912",83.8769012287067,-0.638992911363601,0.923976128611303,-0.691568636436507,0.489208263503144,0.999677995230459
"IFI6",1144.06514351272,0.0998166301112541,0.922372955855016,0.108217212438462,0.913823391586797,0.999677995230459
"FAM76A",98.1400678848888,1.18825395196235,1.32886230301265,0.894188923313179,0.371220817718188,0.999677995230459
"STX12",558.984153619361,-0.585408618101453,1.43056865887672,-0.409213926552196,0.68238267506902,0.999677995230459
"PPP1R8",392.744772797983,-1.49283958872994,1.30011324922013,-1.14823811666054,0.250870277922019,0.999677995230459
"THEMIS2",1374.73425415459,0.990657573439604,0.941075066601002,1.05268709011459,0.292484427387827,0.999677995230459
"RPA2",2875.56214899903,1.18255883593653,1.20446334822334,0.981813882241318,0.32619154777451,0.999677995230459
"XKR8",242.160113092757,1.26772115000611,1.85725756140712,0.682576922204394,0.494874220882672,0.999677995230459
"EYA3",583.466432760853,0.766693186568144,1.31173528308825,0.584487736552379,0.558892213626551,0.999677995230459
"SPCS2P4",2117.93140586722,-0.297787622535496,0.829131226551287,-0.359156202298788,0.719478239157406,0.999677995230459
"ENSG00000289576",8.00886079288946,2.03937494072346,1.35208513482793,1.50831843956556,0.131473046066803,NA
"PTAFR",3.67603340150093,-0.468147130367026,1.32571597738039,-0.353127772731594,0.723992652791202,NA
"DNAJC8",2291.50715661099,1.12023793729327,1.41794989536347,0.790040565577331,0.429504078103082,0.999677995230459
"ATP5IF1",7306.05417796989,-0.131408988952325,0.780086215359269,-0.168454443066661,0.86622578060974,0.999677995230459
"SESN2",4455.50159832116,0.54212153312821,0.953164794052017,0.568759501516612,0.569519361797702,0.999677995230459
"PHACTR4",457.341398449101,-1.16210880411132,1.56532370867959,-0.742407974572621,0.457840189379514,0.999677995230459
"RCC1",2287.44971895988,0.0416206519293117,1.1868933359402,0.0350668848404492,0.972026407232304,0.999677995230459
"TRNAU1AP",791.412293716266,0.0883113945166048,1.76341480500157,0.0500797624394032,0.960058826732961,0.999677995230459
"SNHG12",109.714389246016,1.82035335505852,1.81490780417774,1.00300045592853,0.315860641268317,0.999677995230459
"TAF12",700.332484731505,2.04520863935656,1.28773307544878,1.58822404918332,0.112235684811903,0.834554749565344
"GMEB1",331.838270527033,1.46505969665833,1.03210531866625,1.41948662618227,0.155757193162707,0.914884375956461
"YTHDF2",3819.16295653007,0.397518990479991,1.26415265382442,0.31445489536203,0.753175568487116,0.999677995230459
"EPB41",1246.66353505727,-1.96769124123731,1.04291115620678,-1.88672949706865,0.0591967181355032,0.653335686843515
"SRSF4",1569.64184192846,0.303691393048452,1.6813564119923,0.18062285359747,0.856663616346651,0.999677995230459
"MECR",1253.79747896301,0.613971382243753,1.78465916910808,0.344027247819312,0.730825794606353,0.999677995230459
"LAPTM5",7565.86585768075,1.77736177275472,1.15475702365068,1.53916515453244,0.123763982089527,0.873402557106753
"PUM1",1883.72869883805,-0.308150340583459,1.28098423257021,-0.240557481308864,0.809898107501369,0.999677995230459
"SNRNP40",1979.07908980487,0.614588270338607,1.3236375276738,0.464317653050153,0.642420178179592,0.999677995230459
"ZCCHC17",1010.37400699942,-3.16231747684164,1.48962322744863,-2.12289753447115,0.0337624391145481,0.500682706249404
"EEF1A1P46",1.7910043035844,-0.459342966455181,1.74679356742296,-0.262963509267353,0.792578704914062,NA
