Mixture	bd_highCXCR4_like	tn_lowCD74_like	bd_cycling_like	tn_cycling_like	bd_end_like	bd_lowCXCR4_like	bd_pb_like	tn_highCD74_like	P-value	Correlation	RMSE
p73	0.359390781511721	0.151621443956539	0	0	0.111532418884608	0.369698090374948	0.00775726527218368	0	0	0.317543156606923	0.997209029173739
p74	0.558362003903939	0.246980400817059	0	0.0140711429871934	0.0444211150046534	0.13521236849691	0	0.000952968790245736	0	0.172424412247018	1.00510188328047
p75	0.12277277351873	0.267603900833779	0.0139291125605061	0	0.0739990331541259	0.516027555538001	0	0.00566762439485904	0	0.17294646232377	1.00418768561518
p76	0.410891350287392	0.141429411949432	0.0608692615467337	0.0291800249707205	0	0.357629951245721	0	0	0	0.360776775159868	0.988622606156969
p77	0.386930053931639	0.173924790730884	0	0.0201215254858882	0.163764941917541	0.24247578575939	0.0127829021746582	0	0	0.166757430918226	1.00360672652484
p78	0.691497494831778	0.0360507963579074	0	0.0374945596913998	0.0125710498158215	0.16798269683303	0.0544034024700638	0	0	0.228484600849988	0.988792682028575
p79	0.205431877911273	0.124039767714512	0	0	0.042881856300542	0.615393848815264	0	0.0122526492584095	0	0.187337968350217	1.00211743629929
p80	0.207923392672718	0.336800565027182	0.0413297988833161	0	0.0507068823298814	0.361061877584469	0.00217748350243358	0	0	0.283763987162541	0.998123127940627
p81	0.0901370160286774	0.282765200396112	0.0924689681188983	0	0.0808954413835728	0.431518647151895	0.0222147269208445	0	0	0.26634802098796	0.992641456641859
p82	0.0804408533193042	0.163290803203594	0	0	0.229372250617715	0.509702651785435	0.0171934410739516	0	0	0.25138908795085	0.998661576639479
p83	0.336501280549664	0.298364562413631	0.025930332054747	0	0.084368332268024	0.246020385183443	0.00881510753049095	0	0	0.188339258287073	1.00343787455788
p84	0.353229296482963	0.292419373524399	0	0	0.198509200930104	0.119919985522557	0.0359221435399768	0	0	0.114890059730178	1.0047335260226
p85	0.514386514568393	0.165010706906378	0.0068278266033655	0	0.284203424100214	0.0242169573277944	0.00535457049385586	0	0	0.379367158211983	0.994349545516219
p86	0.203188518079896	0.242424850027318	0.246019284194747	0.036764040425466	0.185523273916583	0.0860800333559901	0	0	0	0.254290299245582	0.986100749621398
p87	0	0.479282233600867	0.149722795135296	0.0145405102420517	0	0.356454461021786	0	0	0.01	0.0731313778056007	1.0082068832257
p88	0	0.302757201060837	0	0.0277150368124295	0.236408537991037	0.419192930444974	0.0139262936907226	0	0	0.166391419901966	1.00285195577504
p89	0.493391078442944	0.106429430508785	0	0.0252657657301134	0.243588594167342	0.125598360955161	0.00572677019565564	0	0	0.298422451277796	0.996473687699267
p90	0.307073061948274	0.35809670560396	0.00316249885440949	0	0.0357808408772802	0.262819594431269	0.0330672982848081	0	0	0.110628466634329	1.00507363093887
p91	0.246014197862566	0.243589582650899	0	0	0.0560477775822903	0.436432694790845	0.0179157471133998	0	0	0.146779979999938	1.00465200593094
p92	0.225291143270329	0.177736855667625	0	0	0.201085968056578	0.35184179704847	0.0440442359569988	0	0	0.12728540100246	1.00227747490692
p93	0.176742356765417	0.0872578852295037	0.00671675730249556	0	0	0.725131775209969	0.00415122549261545	0	0	0.27584280556592	0.997968705337724
p94	0.335203035022367	0.111227848010146	0.131987543681549	0	0.0803997748511962	0.315853389802409	0.025328408632333	0	0	0.189312358254223	0.996772814041714
p95	0.181994559083585	0.242643791234631	0.0237130920950552	0	0.0621640064152289	0.485297937808859	0.00418661336264096	0	0	0.212805363598182	1.00205535151861
p96	0.138637330581563	0.0935624531967393	0.0425219471599457	0	0.160669222596093	0.558905840830585	0.00570320563507351	0	0	0.384474835704162	0.990097800337544
p97	0	0.340052205724008	0.0705247075564624	0	0	0.561356978690356	0.0280661080291731	0	0	0.103926331267177	1.00447700086002
p98	0.583270867867234	0.0249400706224677	0	0.0229193906675881	0.00354167483548939	0.363263751096497	0.00206424491072462	0	0	0.242377984058978	0.999295445049683
p99	0	0.171962067726639	0.253962090238858	0	0	0.567205012188749	0.00687082984575382	0	0	0.109671679968165	1.00296306372015
p100	0.264559404454934	0.173316967841385	0	0	0.0538103438787683	0.502026405102091	0	0.00628687872282202	0	0.221597898323792	1.00186537775502
p101	0.219306381350549	0.163133322539404	0	0	0.0375886936275731	0.573886823477409	0.0060847790050642	0	0	0.267418182366822	0.999474286497853
p102	0.559772190902586	0.0360481341031798	0	0.0122937112171487	0.127281385148051	0.261252871203692	0.00335170742534278	0	0	0.494906042257018	0.985779816337214
p103	0.434246895198857	0	0.0326079897523634	0.0146566539022193	0.016650493414415	0.482544327642021	0.0192936400901244	0	0	0.394991864902529	0.985011856518689
p104	0.54638354706101	0.0217099263080592	0	0.00730553172765545	0.328709527152647	0.0692215890822527	0.0266698786683753	0	0	0.176190492391424	1.00118207383975
p105	0.259872516257295	0.0118205187718971	0.101399137483891	0	0.458585638165326	0.163122795873687	0.00519939344790414	0	0	0.244362203710922	0.99606916863096
p106	0.224614514262815	0.0688120780585083	0	0.00971110337947686	0.193567217778654	0.495974279733144	0.00732080678740172	0	0	0.170676292505926	1.00394108425655
p107	0.305636992002242	0.0365815552118893	0	0	0.279154684125983	0.350985030391732	0.0276417382681538	0	0	0.205065194452471	0.999140645665846
p108	0.351038701077541	0.016786092257623	0.0392457517738123	0	0.25323712544562	0.324073149974481	0.0156191794709225	0	0	0.30821004354455	0.99352248896025
p109	0.697762827395596	0.00585966503998946	0	0	0.213422943981326	0.0266346436459275	0.0563199199371618	0	0	0.263108163556727	0.986344250457761
p110	0.209118590638164	0.0510487185550404	0	0.0423852695080228	0.120732543174043	0.566644806107619	0.0100700720171106	0	0	0.159722455212277	1.00242956027311
p111	0.176255059534703	0.250214145391093	0.0212692465962131	0	0.215998937176437	0.322860060814982	0.0134025504865718	0	0	0.221785788732525	1.00085894891465
p112	0.384398613695774	0.282528619246349	0.0144842713788544	0	0.106601165092597	0.192012122849954	0.0199752077364725	0	0	0.221659912649962	1.00010148670966
p113	0.429573276161697	0.176418215503602	0	0	0.136739018420847	0.227041236748547	0.0302282531653065	0	0	0.164684194117895	1.00169464769723
p114	0.525836017056386	0.116422985991614	0	0.011754677753145	0.0892598171662799	0.254232329653091	0.00249417237948429	0	0	0.252129915236635	1.00025221535988
p115	0.525193052402694	0.109808289175815	0	0.017521914000091	0.115358801051903	0.229630846248314	0.00248709712118388	0	0	0.46255018331008	0.988043227490484
p116	0.0638524429225374	0.184684241126678	0.049949404096036	0	0.0733648468966132	0.612726327396605	0.015422737561531	0	0	0.206120326023718	0.999366929876672
p117	0.209882261029656	0.233627195277016	0	0	0.126393327225502	0.405111074554795	0.0249861419130306	0	0	0.181241482898878	1.00151504461126
p118	0.366833867164087	0.330037995500617	0	0	0.177365741360155	0.0695519769383032	0.0562104190368378	0	0	0.0938336362094161	1.00475502922543
p119	0	0.194395269494017	0.110720403041098	0	0.0418792914910643	0.642728426567321	0.0102766094064993	0	0	0.209561557501928	0.997150085745422
p120	0.27368635131218	0.283380172881658	0.0107211754227396	0	0.0485530926918918	0.364527286771196	0.0191319209203355	0	0	0.215812145175971	1.00046710446488
p121	0.369299806196436	0.262552507521822	0.0831005060505382	0	0.134436808452572	0.106495318616146	0.0441150531624863	0	0	0.0963858209867969	1.0043363838367
p122	0.3209912719453	0.242236150606264	0	0	0	0.423575299515283	0.0131972779331533	0	0	0.291050457521176	0.997713720484964
p123	0	0.080147985349569	0.124799924607713	0	0.00630480709924029	0.731835879528328	0.05691140341515	0	0	0.0993442205635533	1.00196758682096
