Mixture	bd_highCXCR4_like	tn_lowCD74_like	bd_cycling_like	tn_cycling_like	bd_end_like	bd_lowCXCR4_like	bd_pb_like	tn_highCD74_like	P-value	Correlation	RMSE
MMRF_2172	0.11747747817733	0.124280503772412	0.171581574390763	0.0428412406545435	0	0.543819203004951	0	0	0	0.277551748899269	0.992792611457416
MMRF_1855	0.0307484754187242	0.189326726829063	0.0205515040823836	0	0.00905389092385622	0.73438268926917	0.0159367134768026	0	0	0.112242417030961	1.00594933757734
MMRF_1735	0.197046415975314	0.221482559088411	0.114843442380793	0	0.242719228948832	0.187721056528123	0.036187297078527	0	0.04	0.0656799680084681	1.00710507036079
MMRF_1694	0.184602246704366	0.209072169576485	0.0169729299553454	0	0	0.581554538590623	0.00779811517318138	0	0	0.123365975808739	1.00674023230561
MMRF_1992	0.54272844578178	0	0.341080616679383	0.0911761495415293	0	0	0.0250147879973077	0	0	0.215062799953395	0.988249617665133
MMRF_2268	0	0	0.273240460941301	0	0.554432212641232	0.0669834044353019	0.105343921982165	0	0.24	0.019603503819693	1.01766120556579
MMRF_1915	0.373772027080722	0	0.0230253567269688	0.0056385386772074	0.293141970000255	0.275639067546203	0.028783039968644	0	0	0.222106758101911	0.997690187969273
MMRF_2524	0.128396481951737	0.124183693564266	0	0	0.136337888787592	0.590401798865044	0.0206801368313601	0	0.01	0.100543485855832	1.00665135924412
MMRF_1130	0.28272029477928	0.173906541066277	0.00966283036071003	0	0.163212528697159	0.348192712355868	0.022305092740706	0	0	0.112318522978842	1.00618291688453
MMRF_2598	0.185249678985085	0.196943838660988	0.00298153875828582	0	0.260220112482367	0.340883850164004	0.0137209809492703	0	0	0.107882114114854	1.00795319770952
MMRF_1928	0.123660196969937	0.187231028959657	0.00596165175096444	0	0.161167146751091	0.50458569701594	0.0173942785524108	0	0	0.134617704079139	1.00560592713533
MMRF_2440	0.0629010901036573	0.245137153851119	0.198811365815286	0	0.154394339996148	0.336152176305934	0	0.00260387392785541	0	0.21147072320384	0.99947532564373
MMRF_2678	0.305907788114566	0.159918595088779	0.0179682194957814	0	0.264899092011124	0.230435103024577	0.0208712022651736	0	0	0.141678169183975	1.00506510296331
MMRF_2195	0	0.365365231381918	0.303230565180111	0	0	0.25935307136914	0.0720511320688314	0	0.0600000000000001	0.0534650648250639	1.00739482600984
MMRF_2352	0.251422573809384	0	0.0990331088197218	0	0.300735177774138	0.306858869833342	0.0419502697634137	0	0	0.171950344100975	0.997701376870579
MMRF_2847	0.258781577814255	0.129841925347276	0	0	0.36480354098515	0.20629821690377	0.0402747389495494	0	0.09	0.03907348424995	1.00993322186177
MMRF_1424	0	0.203248366427615	0.585185217000669	0.0101478999605485	0	0.201418516611167	0	0	0	0.311492375370867	0.975504936474367
MMRF_1244	0.526862013279649	0.00832072911694648	0	0.00606487409451609	0.41198932625524	0	0.0467630572536477	0	0	0.183675682590384	0.997076554186343
MMRF_2213	0	0.138765499033836	0.102820118586499	0.0696875568531087	0	0.688726825526557	0	0	0	0.177480167687614	1.00010266187915
MMRF_1597	0.60364510182397	0	0	0.0214767252662689	0.296167788635802	0.0787103842739588	0	0	0	0.158334407576626	1.00618242571755
MMRF_2468	0.15264749322341	0.407209172789755	0.0354098850419458	0	0	0.368118422127265	0.0366150268176241	0	0.05	0.0633035498938458	1.00752058161169
MMRF_2293	0	0.198402383670528	0.0733604190099931	0	0	0.725895075486537	0.00234212183294184	0	0	0.210761500200594	1.00154509641662
MMRF_1425	0.255561945448451	0.222980457950653	0	0	0.192798158008396	0.327379612794823	0.00127982579767721	0	0	0.185969180035989	1.00626566874825
MMRF_1596	0.307906196062019	0.0365173153231677	0.248800544349805	0.0302614379718575	0.311731811247495	0.0644527751451322	0	0.000329919900523475	0	0.187250897082445	0.998928418401214
MMRF_1988	0.131006560665139	0.319810014543793	0.0113181749567548	0	0.21861495310295	0.279817251509871	0.0394330452214932	0	0	0.126218070742069	1.0031968409362
MMRF_1614	0.300019893418758	0.146686139127063	0.254178935977127	0.0322399431819057	0.173744197674204	0.0922174959094827	0	0.000913394711459821	0	0.202854584063514	0.997381967813249
MMRF_1355	0.43163680731767	0.208110640468351	0	0.00998229164034082	0.0414145244297115	0.30726524956347	0.00159048658045617	0	0	0.238802994906735	1.00265604656709
MMRF_2595	0	0	0.460397206100086	0.214580802819084	0	0.310701067879894	0	0.0143209232009353	0	0.266941894247527	0.973255800562818
MMRF_1714	0.163337429837557	0.266983602837013	0.00801209874026851	0	0.140820875367244	0.413568882330796	0.00727711088712169	0	0	0.132616241251958	1.00742094967695
MMRF_1664	0.0617629498117995	0.125137270674549	0.104633243768457	0.423245459283953	0	0.285221076461241	0	0	0	0.131400868904766	0.997643186359876
MMRF_2316	0.312842593085118	0.0425886752680962	0.0299261075045952	0	0.454969427283093	0.143219097684306	0.0164540991747908	0	0	0.344957333336544	0.995711321100352
MMRF_2843	0	0.0950213048724524	0.075921608153186	0	0.141227830636612	0.673391585652937	0.014437670684812	0	0	0.1127442315453	1.00558388335845
MMRF_1534	0.582509193401298	0	0	0	0.386143901567466	0	0.0313469050312354	0	0	0.366382469315402	0.987317486909749
MMRF_2230	0.381316828478798	0.143794323347761	0.0302514520819914	0	0.173801305960345	0.243563015161244	0.0272730749698602	0	0	0.300135217701921	0.993435940005105
MMRF_1415	0.0984078335477072	0	0.857613746658949	0.0439784197933438	0	0	0	0	0	0.363207872670879	0.954525111320137
MMRF_2621	0	0.167813737903128	0.407312978110864	0.0608638174206175	0	0.364009466565391	0	0	0	0.340024498726505	0.975975426111182
MMRF_1643	0.376761895869491	0.112489288517109	0.0672841762807033	0	0.275312689366757	0.159827066949636	0.00832488301630334	0	0	0.132815839052292	1.00656057905276
MMRF_1792	0.189272927038203	0.176511103057739	0.145260513452054	0	0.119158474517128	0.355581073867669	0.0142159080672066	0	0	0.169698369581394	1.00189218526962
MMRF_1250	0	0.314302589716346	0.0495051639272142	0	0.101235588309093	0.527238881053107	0.00771777699424053	0	0	0.144011123173551	1.00589617767731
MMRF_2236	0	0.339186751386647	0.0987895709575808	0	0.239988145846299	0.301871833102803	0.0201636987066704	0	0	0.133456351361253	1.00455855345651
MMRF_1148	0	0.270370101872323	0.0846216447699552	0.0118357957539354	0	0.633172457603786	0	0	0	0.153631204505584	1.004470105217
MMRF_2204	0.0217602238580479	0.32055973478948	0.130206466917788	0	0.156381465457982	0.345472478038645	0.025619630938057	0	0.02	0.0896196018240254	1.0058682400579
MMRF_2709	0.408987298725979	0.264876203754111	0.0529224443672417	0	0.0681263979986686	0.189125060278117	0.0159625948758817	0	0	0.114431220865273	1.00654399693669
MMRF_2580	0.0960014161384192	0.241632357056912	0.0311797990449167	0.00844002002033327	0	0.605800873683409	0.01694553405601	0	0	0.144328458777338	1.00407890202363
MMRF_2141	0.240698036605368	0.269909908078754	0.020165264053951	0	0.31563669038736	0.122598291512512	0.0309918093620544	0	0.05	0.0596160738040828	1.00888350053855
MMRF_2522	0.109298064388067	0.235560730352555	0.00452035033305226	0.0326450410213555	0.415893490436954	0.202082323468017	0	0	0	0.143795413213974	1.0077097446207
MMRF_2570	0.280886956499967	0.309552228175416	0	0	0.179648445295902	0.220484666791273	0.00942770323744259	0	0	0.167181604215043	1.00636823183888
MMRF_2489	0.436801112585211	0	0.0177304987848581	0.00364540473576918	0.21520538828269	0.326617595611471	0	0	0	0.188358247952529	1.00465335657732
MMRF_2326	0.108604429270261	0.222705442259094	0.0425416081141096	0	0.209870640638834	0.405109166122938	0.0111687135947633	0	0	0.18823943043919	1.00394059826819
MMRF_2604	0.128129794306544	0.330651931052273	0.0304513409947481	0.000142959269180578	0.0556688210457519	0.443813034812509	0.0111421185189935	0	0	0.127730122805336	1.00664230662522
MMRF_1359	0.0090224390178319	0	0.628133072255907	0.345416867858499	0	0	0	0.0174276208677624	0	0.25575829021152	0.969388917607888
MMRF_2764	0	0.284456132696957	0.0606219882911235	0	0.184945422937405	0.439395080837892	0.0305813752366216	0	0.05	0.0650556045119908	1.00759275312616
MMRF_2168	0.518396613302844	0	0	0.0144841698039334	0.27210188971777	0.12202728366951	0.072990043505943	0	0	0.110050836569768	1.00169136288971
MMRF_1787	0.630605777057893	0.0207555765879229	0	0	0	0.33432984253364	0.0143088038205437	0	0	0.469337697014832	0.98503024922022
MMRF_1388	0.176776868700374	0.0370824081444453	0.0684653943209598	0	0.0171874377449703	0.70048789108925	0	0	0	0.168478533731576	1.00366314828442
MMRF_2449	0	0.359364362782207	0	0	0.378711075806026	0.241182292355668	0.0207422690560993	0	0.03	0.0745522097224813	1.00918382681423
MMRF_1686	0.13627200239827	0.269916745611861	0.0534667877954023	0	0.276861448210872	0.240722961680137	0.0227600543034573	0	0	0.121626314098077	1.0056133676131
MMRF_2002	0.211537561068723	0.115982094198765	0.00725104946387124	0	0	0.65818514290711	0.00704415236153108	0	0	0.191872777168626	1.00318925116479
MMRF_1086	0.272398988491821	0.138144122547473	0.0607696566146491	0	0.375478463025798	0.142870415659621	0.0103383536606381	0	0.02	0.0871556505024328	1.00888870368712
MMRF_1152	0.212403422629036	0.256801362426851	0.210364277340423	0.105976287340565	0.0787375692454834	0.12079144943902	0	0.01492563157862	0	0.132805750350343	0.999851723727445
MMRF_2035	0.267661959634328	0.202358840267267	0	0	0.337059279805748	0.163629605013133	0.0292903152795236	0	0.03	0.0738243522486822	1.00826112085956
MMRF_2373	0.194354550042137	0.118253923865857	0.140827999323832	0.00117103696060538	0.306417709816591	0.224164842039687	0.0148099379512894	0	0	0.109709492937348	1.005815844659
MMRF_2076	0.0271666384913904	0	0.522315723499451	0.0387282120076677	0	0.41178942600149	0	0	0	0.154968297692325	0.995511099552528
MMRF_2330	0.188295262737761	0.153154568431295	0.0372263452001134	0	0.203026933196637	0.400746805489259	0.0175500849449355	0	0	0.148718688914552	1.00461214944368
MMRF_1550	0.00704785909043185	0.0357836858479783	0.13768847997639	0.019409883663683	0.0484728937012883	0.751597197720228	0	0	0	0.15691756523598	1.00227045073516
MMRF_2362	0.11479935713784	0.203974931316173	0.05140137890412	0	0.513173127814996	0.0907740312104428	0.025877173616428	0	0	0.176387573921551	1.00250934382574
MMRF_2670	0.240681486263302	0.249996329887275	0	0	0.0997438713539864	0.382747524027966	0.0268307884674703	0	0.12	0.0320423865318592	1.0103881146633
MMRF_1285	0	0.290940164386022	0.0887801251974227	0	0	0.618454508960513	0.00182520145604258	0	0	0.148461687131149	1.00496330172905
MMRF_2097	0.156184510509936	0.213160863859561	0.272539566247235	0	0.264361602778719	0.0937534566045488	0	0	0	0.250175545481771	0.995238014043035
MMRF_2643	0.858150529511606	0.011711299318563	0	0.0207388104688604	0.0377714850851487	0.0607166178140868	0.0109112578017346	0	0	0.472162387303863	0.98347464367688
MMRF_1731	0.458928345199794	0.169718289458689	0.0075768799581241	0.00573050951043761	0.280576008166467	0.0733464980098719	0.0041234696966165	0	0	0.477408048668651	0.993104137850362
MMRF_2642	0.272081992093069	0.209857703988199	0.14901355563807	0	0.214736970491707	0.128895985846506	0.0254137919424498	0	0.05	0.0599621476484446	1.00796116199521
MMRF_2793	0.695713515909726	0.144482235095712	0	0.107789166729424	0	0	0.0520150822651383	0	0.09	0.0412883459567648	1.00969970630442
MMRF_1501	0.332571097292655	0.197700975312833	0.0759651494905569	0.0417734177004783	0	0.338887644823771	0	0.0131017153797055	0.05	0.0646911855710993	1.00783397137931
MMRF_2043	0.207003562778329	0.250465171820452	0	0	0.271932523995027	0.240145700813029	0.030453040593164	0	0.02	0.080709604890998	1.00757503885013
MMRF_2378	0.260616906453154	0.217261102204175	0.0658539189436178	0	0.190026528225301	0.250055984511641	0.0161855596621111	0	0	0.188104132962915	1.00269076541671
MMRF_2826	0.206467347920345	0.0737208756763799	0	0.0203269066474152	0	0.696600491283435	0.00288437847242516	0	0	0.107972426221117	1.00717993282029
MMRF_2054	0.6707264592029	0.00136276284539222	0	0	0.245960903661877	0.0453259958587416	0.0366238784310896	0	0	0.107663941716848	1.00490930353368
MMRF_2452	0.42806744000694	0.00739106407321964	0.000623974471174465	0	0.510972875591015	0	0.0529446458576515	0	0	0.205509454442139	0.994063456645767
MMRF_2611	0.203205690200908	0.138403484773074	0.471361756745542	0.0129138105993153	0.0436513489147852	0.0941579522490871	0.0363059565172894	0	0	0.195109603638907	0.989734807608806
MMRF_1289	0.109460712322459	0.244083307699318	0.288893908135091	0.0107781817703557	0	0.335543477537229	0.011240412535546	0	0	0.141904608488054	1.0007434060382
MMRF_2409	0.361509898183661	0.133447857742782	0.0310820941293834	0	0.233601114799538	0.239362715815448	0.000996319329187353	0	0	0.260335429752309	1.00224835327549
MMRF_1750	0.0442104558202806	0.234872972085657	0	0	0.233657985934828	0.471126947307315	0.01613163885192	0	0	0.114694869020407	1.00715907038632
MMRF_1671	0.588110934219042	0	0.004033320934406	0	0.397701208377643	0.00215221242594198	0.0080023240429669	0	0	0.546289906975396	0.986922953664012
MMRF_1107	0	0.153605920118407	0.151348383142177	0	0	0.695045696739415	0	0	0	0.161098659209443	1.00261690848553
MMRF_2476	0.361421457209184	0	0.0529835862228419	0.00352718352619472	0.571526399293025	0	0.0105413737487545	0	0	0.420867597098477	0.99289486407233
MMRF_2413	0.0501803130296333	0.21184731888499	0.0213548261869063	0.00885777908903491	0.247668076112995	0.453165292896385	0.00692639380005581	0	0.01	0.0995952821658294	1.00843844703489
MMRF_1159	0.288435549149908	0	0	0.0132665208947226	0.261676838887211	0.393818857504699	0.0428022335634597	0	0.0600000000000001	0.0518885947302986	1.00837186176006
MMRF_2506	0.40628877864978	0.0782868233168227	0	0	0.0158632910783667	0.495626968405655	0.00393413854937598	0	0	0.242643908550354	1.00123114738973
MMRF_2734	0.452955238778531	0.162711330731144	0.0623877038101752	0	0.270236954878204	0	0.0517087718019452	0	0.04	0.0690277244379423	1.00685572015142
MMRF_2746	0.264605266237268	0.257970150104288	0	0.0713472325106495	0.316275179027578	0.0242439550855006	0.0655582170347156	0	0.42	0.0118509191051985	1.01388537118156
MMRF_1823	0.478174295237018	0.161418697506395	0	0.0150445652663893	0	0.318671095102195	0.0266913468880031	0	0.07	0.047739127040203	1.00928657983635
MMRF_1324	0.133346365803365	0.368146556707404	0.0171041537375552	0.00528224874944555	0.280214254740464	0.182803045269671	0.0131033749920959	0	0.01	0.10282953006416	1.00849330070805
MMRF_2480	0.529997963530965	0	0	0	0.398537789607398	0.0387748877447505	0.0326893591168871	0	0	0.338832280099838	0.988984111995451
MMRF_1777	0	0.285105105814556	0.0616677011735977	0	0.280064031130645	0.352736769050917	0.0204263928302838	0	0.03	0.0764407977915627	1.00804955464886
MMRF_1281	0	0.443269905544124	0.0746781278368417	0	0.103302003732972	0.378749962886063	0	0	0.01	0.101957803553966	1.00852030604066
MMRF_2455	0	0.170397518495534	0.453338678777333	0	0.00362458997298044	0.365575515836899	0.00706369691725247	0	0	0.297387218849393	0.982344968986038
MMRF_1361	0	0.317053737146291	0.0259978604418193	0	0.194621722684385	0.459478053190313	0.00284862653719193	0	0	0.159579964270762	1.00666853875328
MMRF_2664	0.36898353124712	0.0521063297306556	0.0115058803273505	0	0.230775855345216	0.304544359165606	0.0320840441840519	0	0	0.115483793892065	1.00457489171586
MMRF_1489	0.145033896654715	0.234650769495295	0	0	0.292237742553481	0.32404269405976	0.00403489723674907	0	0	0.156052695395072	1.00757482223662
MMRF_1908	0.130983813546706	0.207205920689432	0	0.0344112784437644	0.074450348883091	0.521373660052222	0.0315749783847852	0	0.0600000000000001	0.0529080929086417	1.00815561066311
MMRF_1819	0.434796879426351	0.0752292987391634	0.0458517158206398	0	0.226701180180078	0.202124984363288	0.0152959414704802	0	0	0.316345056932795	0.995861921096863
