NAME	bd_highCXCR4_like	tn_lowCD74_like	bd_cycling_like	tn_cycling_like	bd_end_like	bd_lowCXCR4_like	bd_pb_like	tn_highCD74_like
FOXJ3	1	1	1	1	1	1	174.294829235864	278.634002234176
FOXO1	1	1	1	92.3793123748654	1	1	946.085530585911	1005.12628699556
FOXP2	30.1720449587589	1	1	1	1	32.8323735123023	1	1
FRGCA	1	1	22.9164184357876	30.5333380251863	1	1	1	1
FRS2	1	1	1	1	1	1	124.765342837427	140.180625613031
FTO	1	1	1	1	1	1	134.544582613557	191.020321815749
FYN	1	1	1	1	1	1	87.8768768156766	85.9481433226372
GAB2	1	1	1	1	1	1	322.069958372598	363.897449593887
GAB3	1	1	1	1	1	1	171.835269968527	172.844308855794
GALNT7	1	1	1	65.3388345347444	1	1	354.864811680518	524.172149854553
GAPT	1	1	1	1	1	1	86.6867292418032	56.0400369161844
GAS2	1	1	21.754302465863	23.3562497127014	1	1	1	1
GAS7	1	1	1	107.609197770676	1	1	660.748166523109	800.611469196106
GBA	1	1	18.265230025068	16.5050447324716	1	1	1	1
GBE1	1	1	1	24.2860524223788	1	1	95.0063812723452	149.282606172786
GCHFR	1	1	40.019201819707	27.1455331862896	1	19.868681183764	1	1
GCNT1	1	1	1	1	1	1	73.5251382328179	40.3780144894821
GDE1	1	1	21.0641755922808	1	1	19.2558494656906	1	1
GEMIN6	1	1	36.0922706023071	1	1	27.2516858453686	1	1
GEN1	1	1	19.9538523571322	38.1418634478726	1	1	1	1
GET1	1	1	20.1756878567606	40.1638899117594	1	1	1	1
GINS2	1	1	44.4904262856603	24.3535566388579	1	1	1	1
GLMP	1	1	26.3808972093757	1	1	16.557940788323	1	1
GLTP	1	1	1	1	1	20.2457823914927	32.8223021617194	1
GMNN	1	1	95.5394829981548	62.6635594809785	1	1	1	1
GNA12	1	1	1	1	1	1	106.927217626749	112.742893602783
GNAQ	1	1	1	1	1	1	104.624849141583	71.7634887685843
GNG11	1	33.225339602026	36.1614444506575	1	58.4570957514896	1	1	1
GNG2	1	1	1	1	1	1	119.516936571251	113.366486548615
GNL1	1	1	27.4060550215837	1	1	20.5039511652716	1	1
GOLM1	1	77.4422624729377	37.9571241116274	1	1	1	1	1
GON7	1	1	17.1327081246719	24.8463413215366	1	1	1	1
GOT1	1	1	29.2993761196428	22.5400138396393	1	18.1179907320644	1	1
GPHN	44.2936926263822	1	1	1	1	1	68.3453280136793	1
GPM6A	1	1	1	1	1	1	265.414105459731	236.122327832052
GPR155	22.6286789176432	1	1	1	1	28.2204038616803	1	1
GRK3	1	1	1	1	1	1	207.709584747349	185.02005091547
GRWD1	1	1	19.3390435867258	1	1	21.5129649036529	1	1
GSAP	1	1	1	1	1	1	230.616627774377	270.582110747252
GSS	1	1	25.3714639751112	19.7650185321666	1	1	1	1
GSTZ1	1	1	18.2092426853414	1	1	1	22.7266138583618	1
GTDC1	1	1	1	1	1	1	138.246436991711	250.158004534674
GTSE1	1	1	51.5991197534785	101.92970249272	1	1	1	1
GXYLT1	1	1	21.1576215719945	1	1	1	41.2920200975063	1
H2AFX	1	1	83.4475341254989	119.57184140317	1	1	1	1
H2AFZ	157.103216180467	162.549049832184	1108.41917412268	1087.28742951306	275.299400066371	236.913904853051	160.236245085993	129.291764392513
HADH	1	1	38.4148901981284	75.0114045530829	1	1	1	1
HAUS2	1	1	23.2810226695388	38.1418634478726	1	1	1	1
HAUS4	1	1	35.2820984103337	1	1	18.4300101372048	1	1
HAUS6	1	1	18.9304628360297	1	1	1	26.701878792083	1
HAUS8	1	1	21.7128562558272	29.5847248636982	1	1	1	1
HCFC1R1	1	1	25.6700723585227	1	1	20.4233436187935	1	1
HCK	1	1	1	1	1	1	378.520082141636	317.758690929185
HCST	1	1	1	1	1	1	79.9576742765806	42.0476495891259
HDAC4	1	1	1	1	1	1	119.220877186349	196.802633163692
HEBP1	1	1	18.2007727554096	20.5185433672372	1	1	1	1
HECTD4	1	1	26.4607077963899	73.8800640334467	1	1	296.082428406968	358.00358857447
HELLPAR	1	1	58.4146400494472	80.0816168317382	1	1	1	1
HELLS	1	1	104.761258945469	25.8395762183023	1	1	1	1
HIGD1A	1	34.436984079891	46.5989960764107	1	1	25.1404062822918	1	1
HIP1	1	1	1	1	1	1	649.698859668146	894.135358481077
HIPK3	1	1	1	1	1	1	93.4472316572684	104.275723341003
HIRIP3	1	1	32.8309195910684	40.3353938501529	1	1	1	1
HIST1H1B	1	1	90.5003149409535	191.418347624937	1	1	1	1
HIST1H2AG	1	21.1290329422377	63.1798634852517	89.6937083353949	1	1	1	1
HIST1H2AH	1	1	34.805035944374	46.6896561874327	1	1	1	1
HIST1H2BH	1	1	20.9349345946044	24.3368802813434	1	1	1	1
HIST1H2BJ	1	1	66.6524625246892	25.2677033329347	1	1	1	1
HIST1H2BN	1	1	43.5889982445858	88.5746899966198	1	1	1	1
HIST1H3B	1	1	79.7467951102876	127.088631594177	1	1	1	1
HIST1H3G	1	1	54.0988015262987	92.7040047894723	1	1	1	1
HIST1H4C	74.158304744916	173.855792930718	1873.51912397912	2610.55291305814	333.632866982384	129.970518353018	193.46428018123	192.717832301127
HIST1H4E	1	1	25.5875643488491	22.9681365558502	1	1	1	1
HIVEP1	1	1	1	1	1	1	162.379662886161	152.093392016648
HIVEP2	1	1	1	1	1	1	67.9379356813091	98.3224562426153
HIVEP3	1	1	1	1	1	1	103.421765705724	83.5491040774955
HJURP	1	1	28.8676252252357	31.0751314413827	1	1	1	1
HLA.DMA	1	1	1	24.5242400787773	1	1	211.838683411583	186.62750193203
HLA.DMB	1	1	1	1	1	1	105.96335280257	78.6982947846692
HLA.DPA1	1	1	1	50.1398428146558	1	1	277.992565248671	247.161454355809
HLA.DPB1	1	1	1	61.9195415832436	1	1	430.882026381406	322.748576594456
HLA.DQA1	1	1	1	1	1	1	108.104147831439	107.111300727125
HLA.DQB1	1	1	1	1	1	1	205.422277170318	154.266444059985
HLA.DRA	1	1	1	204.649238837257	1	1	1535.85746794623	1277.39749280161
HLA.DRB1	1	1	1	70.6577288241632	1	1	464.800816999206	379.902292135859
HMBOX1	1	1	1	1	1	1	141.61238331333	165.88277353511
HMGN2	84.4790504008931	99.7414081831787	597.225601542465	1077.46792432332	162.402094301921	107.112100004787	283.497746956751	316.136495356167
HMGN5	1	1	49.643852114735	65.7195284823382	1	1	1	1
HMGXB4	1	1	34.9192427881949	25.4473269606129	1	21.8342462125401	1	1
HMMR	1	1	92.1049048108469	268.578491688377	1	1	1	1
HPRT1	1	1	46.6798962151732	33.6348918673809	1	21.1447367960043	1	1
HRK	1	1	1	1	1	1	164.515848575725	260.364963555913
HSPA14.1	1	1	19.3772820957648	24.3535566388579	1	1	1	1
HTRA2	1	1	30.9739697947003	27.0726885633595	1	21.5726649642833	1	1
HUS1	1	1	23.7848859906897	1	1	1	23.161396071349	1
HYLS1	1	1	18.4252875164935	24.2406672485108	1	1	1	1
ID2	1	1	22.9123520206511	1	1	23.1171787809765	1	1
IDUA	25.841191869614	1	1	27.7508762639464	1	1	1	1
IER5	22.0890124342093	1	1	1	1	21.7425896342032	1	1
IFI27L1	1	28.6492814850324	76.3456029240242	1	1	34.4424891525252	1	1
IFT27	1	1	26.2328590007295	15.4910919325819	1	1	1	1
IG.IGHD	1	1	1	1	1	1	75.2755124771967	99.952304640382
IG.IGHV1.2	1	192.800807703583	80.7853818831882	318.125388009556	1	1	1	1
IG.IGHV3.11	1	124.772226518652	69.8304804821907	1	1	1	1	1
IG.IGHV3.21	1	1	237.296554206518	1	1	134.287821907267	1	1
IG.IGHV3.43	138.571491375422	1	1	1	231.052038129545	1	1	1
IG.IGKV3.15	1	195.153312369851	68.0506233559507	1	1	1	1	1
IG.IGKV4.1	1	99.747094282653	65.7158952780045	1	155.688663064597	1	1	1
IG.IGLC1	50960.8706891955	1425.80753072038	1273.41639957104	3012.36678837697	87180.3308015955	1476.16294838612	15067.0387629524	13164.177989038
IG.IGLC3	23466.2963612614	17880.4449482383	113.437861969038	304.087803111886	173722.877673057	10812.0062134516	7841.94959348651	1227.29306891813
IG.IGLL1	1	1	1	456.68582995347	1	1	572.922536632955	615.667623132614
IG.IGLV2.18	217.588057333529	1	1	1	489.5574821055	1	1	1
IG.IGLV3.21	1	1	80.7555707999039	1	1	62.5565150969601	1	1
IGF1R	1	1	1	1	1	1	64.9443433471907	106.024126523925
IKZF2	1	1	1	83.8876781390937	1	1	532.310011477433	654.575625452024
ILVBL	1	21.0325077293903	27.7887939205025	19.1870120158379	1	1	1	1
IMPDH1	1	1	26.9600648476009	1	1	23.5941881023091	1	1
INO80B	1	1	22.5899986202906	1	1	24.8070041288756	1	1
INO80C	1	1	16.120136908225	1	1	1	1	32.4763395722914
INPP5D	1	1	1	60.4206707507409	1	1	425.276933504248	548.6719302429
INSIG2	1	18.9898187325065	1	1	1	1	37.4122248240808	1
INVS	1	1	1	46.6896561874327	1	1	164.827923381501	194.275857611794
IPMK	1	1	1	1	1	1	115.996301923324	185.094594190147
IQCN	1	1	1	1	1	1	57.0529613219131	123.779036550172
ITGB2	1	1	1	1	1	1	78.2758814066001	26.8293405409015
ITPR1	1	1	1	1	1	1	145.824463480854	145.157067932002
JAK2	1	1	1	1	1	1	90.6117588850715	60.2919991279025
JAZF1	1	1	1	1	1	1	106.154938989965	125.963214352158
JMJD6	1	1	14.8507502514992	1	1	1	32.4392860869436	1
KANK2	1	1	20.1266574824485	1	1	1	189.143968701436	202.534891008016
KANSL1L	1	1	1	59.4053718553661	1	1	279.062002494307	386.922557704604
KCNS3	73.5278945748156	1	1	1	1	60.20941798323	1	1
KDM1B	1	1	1	61.9195415832436	1	1	230.219472627165	254.143926760983
KDM3B	1	1	1	1	1	1	191.773182410341	140.48611788212
KDM6A	1	1	1	38.090707089236	1	1	363.522918954688	354.857362271866
KDM7A	1	1	1	1	1	1	82.9858627795007	63.1971478567563
KEAP1	1	1	26.4462113231025	41.9702315767571	1	1	1	1
KHDRBS2	1	1	1	1	1	1	148.543097488649	114.419088074192
KIAA0232	1	1	1	1	1	1	92.8791011081897	109.362465736281
KIAA0319L	1	1	1	1	1	1	107.860103802586	110.952375407661
KIAA0930	1	1	16.1738441713528	1	1	1	32.9741240033909	1
KIAA1586	1	1	16.9153616165315	34.5782491296289	1	1	1	1
KIAA1958	1	1	1	1	1	1	175.566955343439	120.000358944538
KIF11	1	1	60.4451531560364	121.540106125151	1	1	1	1
KIF14	1	1	37.4281654211354	153.83318401492	1	1	1	1
KIF15	1	1	38.0153529997887	83.5030387888546	1	1	1	1
KIF18A	1	1	31.8161507454698	92.3645931874683	1	1	1	1
KIF20B	1	1	92.9806751498823	142.163425382731	1	1	1	1
KIF23	1	1	40.9086328116022	60.548748785709	1	1	1	1
KIF27	1	1	1	1	1	1	79.2219181272296	93.0944598424214
KIF2C	1	1	18.8225212525791	33.4017422158567	1	1	1	1
KIF4A	1	1	37.4005784616505	81.3229438392557	1	1	1	1
KIFC1	1	1	35.541699770025	63.0550744800513	1	1	1	1
KLF12	1	1	1	1	1	1	242.567021974117	244.713133924853
KLF7	1	1	1	1	1	1	82.6608144656677	86.2121277878779
KLHL14	1	1	1	1	1	1	465.025613785404	590.923792535589
KLHL2	1	1	1	1	1	1	181.983335139142	205.901482151153
KMO	1	1	1	1	1	1	109.145559289807	115.133860334964
KMT5A	1	1	35.2147079397794	44.0468337321116	1	1	1	1
KNL1	1	1	71.60989997797	198.785323579398	1	1	1	1
KNTC1	1	1	24.3352246205865	51.7522020857464	1	1	1	1
KREMEN1	1	1	1	1	1	1	68.0802772429391	136.889963964109
KYAT3	1	1	1	21.8625242241896	1	1	32.3561902804866	1
L3MBTL4	1	1	1	1	1	1	139.31705355553	176.014728579887
LARGE1	1	1	1	1	1	1	73.4377549588371	121.144631509167
LARP4B	1	1	1	1	1	1	166.08809071532	190.215438018938
LAS1L	1	1	26.6356314787098	1	1	21.1632277269813	1	1
LASP1	1	1	1	31.3781261079133	1	1	33.4616126051786	1
LDLRAD4	38.0744785675973	1	1	61.6149471680133	1	36.4495045270823	884.608804808605	1054.76020160121
LDLRAP1	1	1	17.1827016529959	1	1	19.6662392030146	1	1
LEF1	1	1	1	1	1	1	220.32738698954	273.084981696875
LETMD1	1	1	20.717584383294	1	1	22.1887654782692	1	1
LGALS9	1	1	1	1	1	1	90.2701666019108	58.4823581372176
LHPP	1	1	1	1	1	1	254.408110565165	257.674437893729
LIG1	1	1	31.0036272228374	48.7369105382746	1	1	1	1
LIN9	1	1	19.6133574458729	27.2200037159077	1	1	1	1
LINC00426	1	1	1	1	1	1	83.3705390243849	163.307937412338
LINC00472	1	1	1	1	1	1	138.573985155079	235.444706660411
LINC00486	1	1	1	1	1	1	112.825046766549	147.728871478082
LINC01004	1	1	1	1	1	1	142.368501973918	138.217871325805
LINC01013	1	1	1	1	1	1	84.7182123745655	135.226855017722
LINC01128	1	1	1	1	1	1	105.139402740695	122.922273595703
LINC01237	1	1	1	1	1	1	185.399593350293	231.711041128373
LINC01374	1	1	1	1	1	1	1134.65339166875	1381.95336795376
LINC01619	1	1	1	77.1494269790544	1	1	719.925206740944	987.975888929387
LINC02055	1	1	14.9888008927426	1	1	31.9081785259881	1	1
LINC02227	1	1	1	1	1	1	308.533208718618	424.21644509542
LMNB2	1	1	32.2817105276569	27.9589242534757	1	1	1	1
LNPK	1	1	21.5324568719874	1	1	1	30.7278981502761	1
LPCAT4	1	1	20.3810071573568	1	1	18.6214773627774	1	1
LPGAT1	1	1	1	1	1	1	100.116435118445	132.631375460087
LPP	1	1	1	28.471063284703	1	1	331.350410076643	298.461255418642
LRCH1	1	1	1	1	1	1	108.266703327555	138.617763428975
LRCH3	1	1	1	30.7209773283929	1	1	232.725007283491	240.785236694988
LRFN2	1	1	1	1	1	1	56.0353592783838	86.9976050165521
LRIG1	1	1	1	1	1	1	121.950250376663	192.464494247699
LRR1	1	1	39.0401247614828	34.8876382120052	1	1	1	1
LRRC28	1	1	1	1	1	1	149.32899452918	243.637215273066
LRRC8D	1	1	1	1	1	1	116.160434667119	168.980938960304
LRRCC1	1	1	25.0810497421854	43.2111945196019	1	1	1	1
LRWD1	1	1	37.8513259666477	1	1	17.7991969440772	1	1
LTB	1	1	1	1	1	1	120.740456186603	58.1884040031504
LTF	1	1	1	112.522203282415	1	1	170.356956848897	59.2680004290654
LY86	1	1	1	1	1	1	192.145672820242	96.4061234399866
LYAR	1	1	37.9368329581641	37.2122589530937	1	22.3092054467124	1	1
LYPD6B	32.518011005678	1	1	1	1	32.9668380025772	1	1
LYRM7	1	1	28.9282198609761	1	1	17.4910878833777	1	1
LYST	1	1	1	1	1	1	270.220401554319	287.645416866475
MACROD1	1	1	16.5654343170114	1	1	19.2689183623087	1	1
MACROD2	1	1	1	1	1	1	130.933545057348	213.110929099747
MAD2L1	1	1	110.314316156772	160.661759183307	1	1	1	1
MAML2	1	1	1	1	1	1	357.679848363258	576.92237391322
MAML3	1	1	1	1	1	1	202.159731350003	371.077392163642
MANBA	1	1	1	17.9094579192135	1	1	164.202655945366	150.086543651968
MAP2K3	1	1	1	1	1	1	59.5732875138778	108.489118360285
MAP2K4	1	1	1	1	1	1	100.800330662417	118.383769071626
MAP2K5	1	1	1	1	1	1	144.986164237059	186.984141898043
MAP3K3	1	1	1	1	1	1	81.6489479255313	98.1296964354382
MAP3K4	1	1	1	1	1	1	83.3486148913344	78.9970262725383
MAP4K4	1	1	1	53.427907347472	1	1	172.316114637402	132.633633239279
MAP4K5	1	1	1	68.0635526464912	1	1	215.213496576622	205.777286950902
MAPK1	1	1	1	37.9349626993438	1	1	198.761740026578	212.201793356774
MAPK13	1	1	27.6922257163766	1	1	25.5104011416284	1	1
MAPK8	24.5409214059063	1	1	1	1	1	151.411070890949	200.375882586136
MAPKBP1	1	1	1	1	1	1	95.8395853357784	115.5653346527
MAPRE2	1	1	1	1	1	1	84.3106788425683	114.878382084957
MARCH2	1	1	1	1	1	20.8951718553678	32.4795884650183	1
MARCH3	1	1	1	1	1	1	139.728637744446	171.934544229445
MARCH5	1	1	18.753769114752	1	1	1	96.3748529515373	154.004535967511
MASTL	1	1	21.6627715656194	38.8700810498945	1	1	1	1
MBOAT2	1	1	1	1	1	1	79.9032356432771	36.8789216996831
MBP	1	1	1	1	1	1	270.302820220351	266.550654770156
MBTD1	1	1	1	1	1	1	132.723458072976	209.323448700644
MCM3	1	1	77.1586344198443	68.1429482365738	1	1	1	1
MCM5	1	1	53.3916827085723	27.4960844922991	1	1	1	1
MCM7	1	1	102.608735827041	38.9876865028375	1	1	1	1
MCM8	1	1	16.3974619881169	27.9890639203449	1	1	1	1
MCM9	1	1	1	1	1	1	124.626722219422	136.625924677959
MCMBP	1	1	33.5549531726218	22.5400138396393	1	1	1	1
MCTP1	1	1	1	1	1	1	110.973798596865	88.8016734603461
MCU	1	1	1	1	1	1	98.708507780977	98.4734920497189
MEF2C.AS1	33.7372372295924	1	1	1	1	30.7260266112315	1	1
MEGF11	1	1	1	1	1	1	95.7625177613851	124.757612726865
MEGF9	1	1	1	1	1	1	104.451311763745	161.569555276546
MELK	1	1	34.367933198526	77.7717791006149	1	1	1	1
METRN	1	1	20.8127345928001	33.2945043492094	45.2849459938513	1	1	1
METTL16	1	1	1	1	1	1	83.8436842748034	103.264247276967
METTL2A	1	1	24.5381617944439	58.2241720352886	1	1	1	1
MFSD4B	1	1	1	1	1	1	61.760576351671	91.3434716068371
MGAT5	1	1	1	24.3368802813434	1	1	202.049965961757	258.318831534803
MGST1	1	1	82.8497826054206	1	1	61.009756948597	1	1
MIDN	1	1	1	1	1	1	122.698970810706	114.807589622749
MIEF1	1	1	16.537926808685	1	1	21.2950541841946	1	1
MIR181A1HG	1	1	1	57.9804696260845	1	1	627.345091783991	749.235801075277
MIR193BHG	22.218441518119	1	1	1	1	22.9879943801173	1	1
MIS12	1	1	18.7830988646775	31.4597707916218	1	1	1	1
MIS18A	1	1	44.3975222285408	20.6360929073476	1	1	1	1
MIXL1	1	19.6140527450383	1	1	1	23.0621872093647	1	1
MKI67	1	1	230.614938724682	443.522203919196	1	1	1	1
MLKL	1	23.6174683669957	22.9657828580747	1	1	1	1	1
MME	1	1	1	1	1	1	671.232196630724	1104.11616930017
MMS22L	1	1	30.1346862062004	47.8947379689431	1	1	1	1
MOB2	1	1	1	33.3224972907129	1	1	30.3729414734388	1
MPHOSPH6	1	1	28.8639961012	43.2837346069385	1	1	1	1
MPPED2	1	1	1	1	1	1	324.389560513517	382.444092894136
MPV17	1	19.9675853259456	25.8184656530787	1	1	22.0694629996614	1	1
MRPL37	1	1	37.0510491150097	25.7720720018232	1	24.6693389571682	1	1
MRPL45	1	1	18.6258713510734	1	1	18.4686484289397	1	1
MRRF	1	1	14.7416525658863	1	1	19.6970699571503	1	1
MRTFA	1	1	1	1	1	1	222.861038665875	290.020577856358
MSANTD3	1	1	22.0050686316567	35.1456428723114	1	1	1	1
MSMO1	1	1	21.6881972434552	1	1	22.9914013858782	1	1
MTG2	1	18.6137382596671	15.447040818014	1	1	1	1	1
MTM1	1	1	1	1	1	1	94.0350461079811	60.8262980961061
MTMR1	1	1	1	43.3893795305555	1	1	403.314619790158	575.840052658029
MTMR10	1	1	1	1	1	1	101.808175355528	98.7831262950945
MTMR12	1	1	1	1	1	1	105.019147804035	113.609519597289
MTMR3	1	1	1	1	1	1	122.137948655441	117.944846673704
MTSS1	1	1	1	59.2853968545137	1	1	526.062799182123	509.413772549624
MVP	20.0443087786446	1	1	1	1	27.7018111619214	1	1
MXD3	1	1	36.8185309705854	106.776427541465	1	1	1	1
MYADM	1	1	1	1	1	1	102.673632273209	98.7368893964501
MYB	1	1	1	1	1	1	334.440609530609	468.627040529281
MYEOV	125.306115503757	1	28.5686193909372	16.2564455096381	1	65.3658850155842	1	1
MYLIP	1	1	1	1	1	1	119.586800087713	156.024982791035
MYLK	1	1	1	1	1	1	94.2605724343182	167.361847169888
MYO15B	1	1	1	1	1	1	73.928972260259	134.861905978401
MYO19	1	1	18.529871631221	1	1	1	37.6802909546215	1
MYO1C	1	1	1	19.1870120158379	1	1	219.326039338104	198.567085776786
MYO1F	1	1	1	1	1	1	108.42893406685	55.4415832606847
MYO9A	1	1	1	1	1	22.6996888941885	137.182616566715	200.50273557358
NADK2	1	1	24.8127637856173	1	1	18.3251994428491	1	1
NAT10	1	1	1	32.10657056619	1	1	1	26.0824525004723
NAV1	1	1	1	1	1	18.2195912195009	127.839123353043	188.333964788648
NCAPD3	1	1	63.3508625753423	81.9016305206041	1	1	1	1
NCAPG	1	1	57.940269918193	70.9834725961192	1	1	1	1
NCAPG2	1	1	44.9446060348189	78.2828751810722	1	1	1	1
NCAPH	1	1	21.8750017184908	24.4306838888753	1	1	1	1
NDC80	1	1	58.7712752572874	43.2609567869782	1	1	1	1
NEIL1	1	1	1	1	1	1	207.222628887885	263.354596050797
NEK2	1	1	28.7361724687054	55.6432684164878	1	1	1	1
NEK7	1	1	1	1	1	24.5982713341488	122.887100702346	178.525294094903
NELFB	1	1	28.6065521674981	1	1	1	1	32.1044956421668
NEPRO	1	1	1	24.1192653751958	1	20.4018839166093	1	1
NET1	1	1	26.7123487947727	21.8413557642026	1	1	1	1
NFAT5	1	1	1	1	1	1	179.680593081758	147.979865078092
NFE2L3	1	1	1	35.2104322186284	1	27.4314711007965	1	1
NFIL3	1	1	17.081988317359	1	1	19.4433973914398	1	1
NFKBIL1	1	1	20.1235064708944	1	1	19.3472152611499	1	1
NFKBIZ	26.7209516958174	1	1	1	1	1	24.1074746499458	1
NIBAN3	1	1	1	122.869466150347	1	1	1153.33066218056	1167.24112978359
NLRC5	1	1	1	61.9330403309016	1	1	168.864358050655	144.711967522543
NLRP1	1	1	1	1	1	1	85.3943846440858	71.3185334197275
NMB	1	1	42.9741202593113	1	1	26.7166103963318	1	1
NMRAL1	1	22.4519432397495	23.6859436628041	1	1	1	1	1
NOP14	1	1	32.263126374975	15.8452460455717	1	22.3693762362418	1	1
NOP16	1	1	34.7858319942036	1	1	22.6336199285469	1	1
NPC1	1	1	1	1	1	1	85.8017846106755	57.2213603797761
NPIPB4	1	1	1	1	1	1	109.444883921047	126.891866051443
NPM3	1	1	24.0760343129862	1	1	23.6088143012032	1	1
NPRL2	1	1	22.7444965254308	20.8969301659123	1	1	1	1
NR2C1	1	1	1	1	1	1	60.2095226214798	94.614503897515
NR6A1	1	1	1	1	1	1	118.853707461399	108.704617437448
NREP	1	1	1	1	1	1	99.0075470765091	140.189521832023
NRF1	1	1	1	61.236906623803	1	1	172.510298829086	240.270227647042
NRIP1	1	1	1	1	1	1	175.104326278581	207.806165894621
NT5C2	1	1	35.6015024899053	44.8801146079119	1	1	378.327286553245	451.859897831004
NTHL1	1	1	38.9911043109262	1	1	36.2023272611297	1	1
NTPCR	1	1	17.698627441096	1	1	23.925873561605	1	1
NUDT1	1	1	112.771330661325	197.211183739616	1	26.2158877145895	1	1
NUDT9	1	1	22.3056086361138	1	1	16.7510081412431	1	1
NUF2	1	1	73.4321919425779	115.16840391281	1	1	1	1
NUP205	1	1	17.4321525342381	29.9608999591192	1	1	1	1
NUP37	1	1	34.7250781092243	45.9788224037881	1	1	1	1
NUP62	1	1	29.7564588914434	1	1	18.5117739760857	1	1
NUSAP1	1	1	241.658183882203	524.470069157858	1	1	1	1
OGFRL1	1	1	1	38.3282212310435	1	1	319.488661890866	320.842768406632
ORC6	1	1	32.598658636266	33.3610714499615	1	1	1	1
OXCT1	1	1	35.8307873498152	1	1	22.441404330158	23.8517994577453	1
P2RY8	25.3803984148245	1	1	63.7063098251144	1	1	265.973506677776	187.910464026211
PACSIN2	1	1	1	1	1	1	180.65310072563	133.765219636772
PADI4	1	1	1	1	1	1	82.8998378820285	66.375953055243
PAG1	1	1	1	66.087464511617	1	1	262.252745012941	252.934367331128
PAGE5	1	1	132.468300880115	1	1	71.5231050007673	1	1
PAM	1	1	1	1	1	26.7871907944653	36.3200879121041	1
PAN3	21.6541193773861	1	1	85.7787590611108	1	1	755.519289987383	796.670875496325
PARG	1	1	1	1	1	1	59.9023802735162	96.6731388087644
PARN	1	1	1	1	1	1	78.5561770190272	105.03782320766
PARP15	1	1	1	1	1	1	179.365095511576	118.025921343056
PARP2	1	1	23.1444724568922	49.9572638723785	1	1	1	1
PARP4	1	1	1	1	1	1	101.083186322619	58.8674134849344
PARP8	1	1	1	1	1	1	255.667394019697	295.996237108032
PARPBP	1	1	37.6645478745058	104.786266225562	1	1	1	1
PART1	1	1	1	1	1	1	107.005697883006	104.641897404532
PAX5	1	1	1	153.298853958109	1	1	1104.36441367217	1148.38670343675
PAXIP1.AS1	1	1	18.1738245261632	37.0422041096998	1	1	1	1
PBK	1	1	33.8523974270708	42.6008866753932	1	1	1	1
PBX3	1	1	1	122.839083166487	1	1	174.72849556154	172.755493280016
PCCA	1	1	1	1	1	1	97.7157848554062	95.6838151028577
PCDH9	1	1	49.1608713436858	79.0463122862615	1	1	2558.12002416124	4499.61760799047
PCDH9.AS2	1	1	1	1	1	1	165.266339880545	278.378609897679
PCID2	1	1	20.8347809091113	1	1	1	1	37.4681615450663
PCIF1	1	1	1	17.2008711079284	1	1	39.4574713597844	1
PCLAF	1	1	254.737303523195	332.200548049634	1	1	1	1
PCNA	1	1	123.248590037098	93.5959160055729	1	21.2078457406776	1	1
PCNT	1	1	21.7002348065405	28.8090041931986	1	1	1	1
PCNX1	1	1	1	1	1	1	193.011280917823	293.59383807833
PDCL	1	1	23.8948305353887	1	1	1	32.3832940058678	1
PDE4D	49.9130858352108	1	46.7194812918858	72.4468891613908	1	1	3658.89547235289	4122.16536420061
PDE8A	1	1	1	1	1	1	83.1308115086172	53.5093282692544
PDLIM5	1	1	1	1	1	24.1143180660398	73.3964756894503	1
PDPR	1	1	1	29.2207696379108	1	1	30.1870527319887	1
PDSS2	1	1	1	1	1	1	135.15484315686	182.638889966289
PDZD11	1	1	33.8604253183431	1	1	24.5941651666951	1	1
PELI2	1	1	1	1	1	1	321.453152953043	518.15533664542
PELO	1	1	21.2885973549056	20.4205548531153	1	1	1	1
PELP1	1	1	33.5202620106618	32.4197676380085	1	1	1	1
PET117	1	1	22.3236034406619	16.4910426203767	1	1	1	1
PEX14	1	1	1	1	1	1	47.2944730417522	85.6754384725735
PGGT1B	1	1	1	1	1	1	94.1604262278187	135.744471301119
PGRMC1	1	19.138702969157	26.1300790824244	1	1	1	1	1
PHC2	1	1	1	1	1	1	44.6116835536783	1
PHF19	1	1	116.774926357688	96.584280617209	1	1	1	1
PHF21A	1	1	1	1	1	20.6804590399871	213.195099535331	307.968506879985
PHF5A	1	1	17.5005013643075	1	1	1	30.2080934737806	1
PHKG2	1	1	23.0688274393492	15.4910919325819	1	1	1	1
PHLPP1	1	1	1	1	1	1	257.078109335945	265.431673935785
PIBF1	1	1	1	1	1	1	198.195557789358	254.459154628541
PIF1	1	1	33.8205664640931	70.7973030890629	1	1	1	1
PIGM	1	1	27.3106824522025	26.4314498108784	1	18.2620413158876	1	1
PIK3AP1	1	1	1	77.1494269790544	1	1	459.254821316125	502.680916800996
PIK3C2B	1	1	1	1	1	1	117.917208587027	141.858810594127
PIK3CD	1	1	1	106.973448826389	1	1	307.377701871137	279.983147046063
PIP4P2	1	1	20.5788698950692	24.6107683616774	1	1	1	1
PITHD1	1	1	27.3352251913706	1	1	1	37.7857237686807	1
PITPNM2	1	1	1	1	1	1	563.786928688826	893.460740902335
PKD2	1	1	1	1	1	1	112.811412495093	114.839123817733
PKP4	1	1	33.4843244317934	37.4030699846438	1	1	1	1
PLAAT2	1	1	40.1408974857259	1	1	29.0896761811103	1	1
PLAGL1	1	1	1	1	1	1	87.2407676709106	63.0134540966776
